Время_[с]	Перемещение_[мм]	Усилие_[Н]
0.00	0.000	5.34700E+2
0.10	0.003	5.57100E+2
0.20	0.004	5.65200E+2
0.30	0.006	5.77500E+2
0.40	0.008	5.88300E+2
0.50	0.010	5.98700E+2
0.60	0.011	6.08900E+2
0.70	0.013	6.18800E+2
0.80	0.015	6.29100E+2
0.90	0.017	6.38100E+2
1.00	0.018	6.47100E+2
1.10	0.020	6.56300E+2
1.20	0.022	6.65000E+2
1.30	0.024	6.74200E+2
1.40	0.026	6.83500E+2
1.50	0.027	6.92000E+2
1.60	0.029	7.01000E+2
1.70	0.031	7.10500E+2
1.80	0.033	7.19100E+2
1.90	0.035	7.27900E+2
2.00	0.036	7.36300E+2
2.10	0.038	7.44800E+2
2.20	0.040	7.52200E+2
2.30	0.041	7.61100E+2
2.40	0.043	7.69000E+2
2.50	0.045	7.76700E+2
2.60	0.047	7.84400E+2
2.70	0.048	7.92800E+2
2.80	0.050	8.00300E+2
2.90	0.052	8.07900E+2
3.00	0.054	8.15400E+2
3.10	0.055	8.23100E+2
3.20	0.057	8.31000E+2
3.30	0.059	8.38600E+2
3.40	0.060	8.45400E+2
3.50	0.062	8.53500E+2
3.60	0.064	8.60600E+2
3.70	0.066	8.68700E+2
3.80	0.067	8.75300E+2
3.90	0.069	8.83100E+2
4.00	0.071	8.90400E+2
4.10	0.073	8.98000E+2
4.20	0.074	9.04600E+2
4.30	0.076	9.12100E+2
4.40	0.078	9.19000E+2
4.50	0.080	9.26100E+2
4.60	0.081	9.33200E+2
4.70	0.083	9.40700E+2
4.80	0.085	9.47000E+2
4.90	0.087	9.54600E+2
5.00	0.088	9.61700E+2
5.10	0.090	9.69200E+2
5.20	0.092	9.76100E+2
5.30	0.094	9.82000E+2
5.40	0.095	9.88900E+2
5.50	0.097	9.96300E+2
5.60	0.099	1.00340E+3
5.70	0.101	1.00990E+3
5.80	0.102	1.01660E+3
5.90	0.104	1.02280E+3
6.00	0.106	1.02990E+3
6.10	0.108	1.03620E+3
6.20	0.109	1.04270E+3
6.30	0.112	1.05230E+3
6.40	0.113	1.05690E+3
6.50	0.115	1.06330E+3
6.60	0.117	1.07010E+3
6.70	0.118	1.07660E+3
6.80	0.120	1.08330E+3
6.90	0.122	1.09000E+3
7.00	0.124	1.09630E+3
7.10	0.126	1.10250E+3
7.20	0.127	1.10830E+3
7.30	0.129	1.11470E+3
7.40	0.131	1.12170E+3
7.50	0.133	1.12710E+3
7.60	0.135	1.13390E+3
7.70	0.136	1.13950E+3
7.80	0.138	1.14580E+3
7.90	0.140	1.15100E+3
8.00	0.141	1.15690E+3
8.10	0.143	1.16260E+3
8.20	0.145	1.16840E+3
8.30	0.147	1.17460E+3
8.40	0.148	1.18040E+3
8.50	0.150	1.18620E+3
8.60	0.152	1.19240E+3
8.70	0.154	1.19770E+3
8.80	0.155	1.20370E+3
8.90	0.157	1.20930E+3
9.00	0.159	1.21510E+3
9.10	0.161	1.22150E+3
9.20	0.162	1.22710E+3
9.30	0.164	1.23300E+3
9.40	0.166	1.23910E+3
9.50	0.168	1.24540E+3
9.60	0.170	1.25090E+3
9.70	0.172	1.25650E+3
9.80	0.173	1.26270E+3
9.90	0.175	1.26860E+3
10.00	0.177	1.27410E+3
10.10	0.179	1.27950E+3
10.20	0.181	1.28560E+3
10.30	0.183	1.29140E+3
10.40	0.184	1.29680E+3
10.50	0.186	1.30260E+3
10.60	0.188	1.30800E+3
10.70	0.190	1.31350E+3
10.80	0.191	1.31870E+3
10.90	0.193	1.32410E+3
11.00	0.195	1.32900E+3
11.10	0.197	1.33500E+3
11.20	0.199	1.34080E+3
11.30	0.200	1.34600E+3
11.40	0.202	1.35090E+3
11.50	0.204	1.35550E+3
11.60	0.206	1.36130E+3
11.70	0.208	1.36640E+3
11.80	0.210	1.37070E+3
11.90	0.211	1.37540E+3
12.00	0.213	1.38090E+3
12.10	0.215	1.38580E+3
12.20	0.217	1.38990E+3
12.30	0.219	1.39410E+3
12.40	0.220	1.39850E+3
12.50	0.222	1.40310E+3
12.60	0.224	1.40760E+3
12.70	0.226	1.41150E+3
12.80	0.228	1.41620E+3
12.90	0.230	1.42060E+3
13.00	0.231	1.42560E+3
13.10	0.233	1.42960E+3
13.20	0.235	1.43410E+3
13.30	0.237	1.43860E+3
13.40	0.239	1.44340E+3
13.50	0.240	1.44720E+3
13.60	0.242	1.45130E+3
13.70	0.244	1.45620E+3
13.80	0.246	1.46050E+3
13.90	0.248	1.46490E+3
14.00	0.250	1.47000E+3
14.10	0.251	1.47400E+3
14.20	0.253	1.47880E+3
14.30	0.255	1.48310E+3
14.40	0.257	1.48770E+3
14.50	0.259	1.49200E+3
14.60	0.260	1.49660E+3
14.70	0.262	1.50070E+3
14.80	0.264	1.50530E+3
14.90	0.266	1.50930E+3
15.00	0.267	1.51360E+3
15.10	0.269	1.51760E+3
15.20	0.271	1.52220E+3
15.30	0.273	1.52670E+3
15.40	0.275	1.53080E+3
15.50	0.276	1.53490E+3
15.60	0.278	1.53970E+3
15.70	0.280	1.54360E+3
15.80	0.282	1.54790E+3
15.90	0.284	1.55260E+3
16.00	0.285	1.55690E+3
16.10	0.287	1.56100E+3
16.20	0.289	1.56490E+3
16.30	0.291	1.56950E+3
16.40	0.292	1.57340E+3
16.50	0.294	1.57730E+3
16.60	0.296	1.58180E+3
16.70	0.298	1.58580E+3
16.80	0.299	1.59020E+3
16.90	0.301	1.59360E+3
17.00	0.303	1.59840E+3
17.10	0.305	1.60210E+3
17.20	0.306	1.60640E+3
17.30	0.308	1.61000E+3
17.40	0.310	1.61440E+3
17.50	0.312	1.61830E+3
17.60	0.313	1.62240E+3
17.70	0.315	1.62650E+3
17.80	0.317	1.63090E+3
17.90	0.319	1.63470E+3
18.00	0.320	1.63860E+3
18.10	0.322	1.64300E+3
18.20	0.324	1.64660E+3
18.30	0.325	1.65100E+3
18.40	0.327	1.65490E+3
18.50	0.329	1.65900E+3
18.60	0.331	1.66300E+3
18.70	0.332	1.66720E+3
18.80	0.334	1.67090E+3
18.90	0.336	1.67480E+3
19.00	0.338	1.67860E+3
19.10	0.340	1.68270E+3
19.20	0.341	1.68650E+3
19.30	0.343	1.69040E+3
19.40	0.345	1.69480E+3
19.50	0.347	1.69890E+3
19.60	0.348	1.70340E+3
19.70	0.350	1.70700E+3
19.80	0.352	1.71050E+3
19.90	0.354	1.71450E+3
20.00	0.355	1.71880E+3
20.10	0.357	1.72340E+3
20.20	0.359	1.72710E+3
20.30	0.361	1.73070E+3
20.40	0.362	1.73490E+3
20.50	0.364	1.73920E+3
20.60	0.366	1.74330E+3
20.70	0.368	1.74760E+3
20.80	0.370	1.75160E+3
20.90	0.371	1.75530E+3
21.00	0.373	1.75950E+3
21.10	0.375	1.76380E+3
21.20	0.377	1.76800E+3
21.30	0.378	1.77160E+3
21.40	0.380	1.77580E+3
21.50	0.382	1.78020E+3
21.60	0.384	1.78380E+3
21.70	0.386	1.78840E+3
21.80	0.388	1.79390E+3
21.90	0.389	1.79610E+3
22.00	0.391	1.80010E+3
22.10	0.393	1.80380E+3
22.20	0.394	1.80790E+3
22.30	0.396	1.81180E+3
22.40	0.398	1.81580E+3
22.50	0.400	1.82010E+3
22.60	0.401	1.82380E+3
22.70	0.403	1.82820E+3
22.80	0.405	1.83190E+3
22.90	0.407	1.83590E+3
23.00	0.408	1.84010E+3
23.10	0.410	1.84380E+3
23.20	0.412	1.84820E+3
23.30	0.414	1.85200E+3
23.40	0.415	1.85640E+3
23.50	0.417	1.86110E+3
23.60	0.419	1.86550E+3
23.70	0.421	1.86910E+3
23.80	0.423	1.87370E+3
23.90	0.425	1.87790E+3
24.00	0.426	1.88190E+3
24.10	0.428	1.88590E+3
24.20	0.430	1.89000E+3
24.30	0.432	1.89490E+3
24.40	0.434	1.89910E+3
24.50	0.436	1.90280E+3
24.60	0.437	1.90670E+3
24.70	0.439	1.91090E+3
24.80	0.441	1.91480E+3
24.90	0.443	1.91900E+3
25.00	0.444	1.92250E+3
25.10	0.446	1.92700E+3
25.20	0.448	1.93140E+3
25.30	0.450	1.93560E+3
25.40	0.452	1.93970E+3
25.50	0.454	1.94400E+3
25.60	0.455	1.94820E+3
25.70	0.457	1.95230E+3
25.80	0.459	1.95610E+3
25.90	0.461	1.96000E+3
26.00	0.463	1.96400E+3
26.10	0.464	1.96810E+3
26.20	0.466	1.97240E+3
26.30	0.468	1.97660E+3
26.40	0.470	1.98100E+3
26.50	0.472	1.98500E+3
26.60	0.473	1.98920E+3
26.70	0.475	1.99270E+3
26.80	0.477	1.99700E+3
26.90	0.479	2.00090E+3
27.00	0.481	2.00470E+3
27.10	0.483	2.00960E+3
27.20	0.484	2.01360E+3
27.30	0.486	2.01750E+3
27.40	0.488	2.02180E+3
27.50	0.490	2.02540E+3
27.60	0.492	2.03080E+3
27.70	0.493	2.03330E+3
27.80	0.495	2.03760E+3
27.90	0.497	2.04210E+3
28.00	0.499	2.04600E+3
28.10	0.501	2.05040E+3
28.20	0.502	2.05440E+3
28.30	0.504	2.05830E+3
28.40	0.506	2.06170E+3
28.50	0.508	2.06610E+3
28.60	0.510	2.07000E+3
28.70	0.511	2.07400E+3
28.80	0.513	2.07820E+3
28.90	0.515	2.08160E+3
29.00	0.517	2.08590E+3
29.10	0.518	2.08950E+3
29.20	0.520	2.09360E+3
29.30	0.522	2.09720E+3
29.40	0.524	2.10090E+3
29.50	0.526	2.10520E+3
29.60	0.527	2.10930E+3
29.70	0.529	2.11310E+3
29.80	0.531	2.11650E+3
29.90	0.533	2.12090E+3
30.00	0.535	2.12480E+3
30.10	0.536	2.12870E+3
30.20	0.538	2.13230E+3
30.30	0.540	2.13560E+3
30.40	0.542	2.13980E+3
30.50	0.543	2.14320E+3
30.60	0.545	2.14680E+3
30.70	0.547	2.15060E+3
30.80	0.549	2.15420E+3
30.90	0.550	2.15830E+3
31.00	0.552	2.16220E+3
31.10	0.554	2.16610E+3
31.20	0.556	2.16950E+3
31.30	0.557	2.17270E+3
31.40	0.559	2.17680E+3
31.50	0.561	2.18060E+3
31.60	0.563	2.18390E+3
31.70	0.564	2.18760E+3
31.80	0.566	2.19120E+3
31.90	0.568	2.19510E+3
32.00	0.569	2.19860E+3
32.10	0.571	2.20210E+3
32.20	0.573	2.20550E+3
32.30	0.575	2.20890E+3
32.40	0.576	2.21200E+3
32.50	0.578	2.21590E+3
32.60	0.580	2.21950E+3
32.70	0.582	2.22310E+3
32.80	0.583	2.22650E+3
32.90	0.585	2.23010E+3
33.00	0.587	2.23340E+3
33.10	0.589	2.23700E+3
33.20	0.590	2.24070E+3
33.30	0.592	2.24400E+3
33.40	0.594	2.24660E+3
33.50	0.596	2.25030E+3
33.60	0.598	2.25530E+3
33.70	0.599	2.25730E+3
33.80	0.601	2.26020E+3
33.90	0.603	2.26350E+3
34.00	0.605	2.26660E+3
34.10	0.606	2.27010E+3
34.20	0.608	2.27320E+3
34.30	0.610	2.27620E+3
34.40	0.612	2.27900E+3
34.50	0.613	2.28250E+3
34.60	0.615	2.28540E+3
34.70	0.617	2.28860E+3
34.80	0.619	2.29170E+3
34.90	0.620	2.29470E+3
35.00	0.622	2.29800E+3
35.10	0.624	2.30100E+3
35.20	0.626	2.30350E+3
35.30	0.627	2.30580E+3
35.40	0.629	2.30880E+3
35.50	0.631	2.31200E+3
35.60	0.633	2.31390E+3
35.70	0.634	2.31730E+3
35.80	0.636	2.31990E+3
35.90	0.638	2.32200E+3
36.00	0.640	2.32460E+3
36.10	0.641	2.32720E+3
36.20	0.643	2.32920E+3
36.30	0.645	2.33170E+3
36.40	0.647	2.33430E+3
36.50	0.648	2.33690E+3
36.60	0.650	2.33890E+3
36.70	0.652	2.34140E+3
36.80	0.654	2.34380E+3
36.90	0.655	2.34580E+3
37.00	0.657	2.34810E+3
37.10	0.659	2.34970E+3
37.20	0.661	2.35250E+3
37.30	0.662	2.35410E+3
37.40	0.664	2.35630E+3
37.50	0.666	2.35840E+3
37.60	0.668	2.36000E+3
37.70	0.670	2.36200E+3
37.80	0.671	2.36320E+3
37.90	0.673	2.36570E+3
38.00	0.675	2.36800E+3
38.10	0.677	2.36930E+3
38.20	0.679	2.37110E+3
38.30	0.681	2.37320E+3
38.40	0.682	2.37500E+3
38.50	0.684	2.37680E+3
38.60	0.686	2.37870E+3
38.70	0.688	2.38040E+3
38.80	0.690	2.38260E+3
38.90	0.691	2.38400E+3
39.00	0.693	2.38580E+3
39.10	0.695	2.38710E+3
39.20	0.697	2.39010E+3
39.30	0.699	2.39190E+3
39.40	0.700	2.39310E+3
39.50	0.702	2.39470E+3
39.60	0.704	2.39660E+3
39.70	0.706	2.39870E+3
39.80	0.708	2.40020E+3
39.90	0.709	2.40170E+3
40.00	0.711	2.40300E+3
40.10	0.713	2.40510E+3
40.20	0.715	2.40630E+3
40.30	0.717	2.40790E+3
40.40	0.719	2.41020E+3
40.50	0.720	2.41150E+3
40.60	0.722	2.41260E+3
40.70	0.724	2.41410E+3
40.80	0.726	2.41540E+3
40.90	0.728	2.41750E+3
41.00	0.729	2.41940E+3
41.10	0.731	2.42080E+3
41.20	0.733	2.42230E+3
41.30	0.735	2.42440E+3
41.40	0.737	2.42520E+3
41.50	0.738	2.42710E+3
41.60	0.740	2.42810E+3
41.70	0.742	2.43010E+3
41.80	0.744	2.43180E+3
41.90	0.746	2.43320E+3
42.00	0.748	2.43500E+3
42.10	0.749	2.43650E+3
42.20	0.751	2.43790E+3
42.30	0.753	2.43940E+3
42.40	0.755	2.44060E+3
42.50	0.757	2.44190E+3
42.60	0.758	2.44340E+3
42.70	0.760	2.44450E+3
42.80	0.762	2.44600E+3
42.90	0.764	2.44730E+3
43.00	0.765	2.44860E+3
43.10	0.767	2.45000E+3
43.20	0.769	2.45130E+3
43.30	0.771	2.45290E+3
43.40	0.772	2.45460E+3
43.50	0.774	2.45600E+3
43.60	0.776	2.45740E+3
43.70	0.778	2.45880E+3
43.80	0.780	2.46000E+3
43.90	0.781	2.46180E+3
44.00	0.783	2.46290E+3
44.10	0.785	2.46440E+3
44.20	0.787	2.46590E+3
44.30	0.789	2.46700E+3
44.40	0.790	2.46850E+3
44.50	0.792	2.46930E+3
44.60	0.794	2.47110E+3
44.70	0.795	2.47210E+3
44.80	0.797	2.47400E+3
44.90	0.799	2.47520E+3
45.00	0.801	2.47660E+3
45.10	0.802	2.47800E+3
45.20	0.804	2.47940E+3
45.30	0.806	2.48080E+3
45.40	0.808	2.48210E+3
45.50	0.809	2.48300E+3
45.60	0.811	2.48430E+3
45.70	0.813	2.48590E+3
45.80	0.815	2.48680E+3
45.90	0.816	2.48830E+3
46.00	0.818	2.48970E+3
46.10	0.820	2.49080E+3
46.20	0.822	2.49170E+3
46.30	0.823	2.49310E+3
46.40	0.825	2.49410E+3
46.50	0.827	2.49530E+3
46.60	0.829	2.49690E+3
46.70	0.831	2.49790E+3
46.80	0.832	2.49900E+3
46.90	0.834	2.50050E+3
47.00	0.836	2.50160E+3
47.10	0.838	2.50300E+3
47.20	0.839	2.50440E+3
47.30	0.841	2.50530E+3
47.40	0.843	2.50640E+3
47.50	0.845	2.50790E+3
47.60	0.846	2.50940E+3
47.70	0.848	2.51070E+3
47.80	0.850	2.51190E+3
47.90	0.851	2.51320E+3
48.00	0.853	2.51410E+3
48.10	0.855	2.51560E+3
48.20	0.857	2.51710E+3
48.30	0.859	2.51790E+3
48.40	0.860	2.51930E+3
48.50	0.862	2.52020E+3
48.60	0.864	2.52230E+3
48.70	0.866	2.52350E+3
48.80	0.867	2.52450E+3
48.90	0.869	2.52550E+3
49.00	0.871	2.52650E+3
49.10	0.873	2.52710E+3
49.20	0.874	2.52850E+3
49.30	0.876	2.52850E+3
49.40	0.878	2.52950E+3
49.50	0.880	2.53070E+3
49.60	0.882	2.53160E+3
49.70	0.883	2.53240E+3
49.80	0.885	2.53330E+3
49.90	0.887	2.53400E+3
50.00	0.888	2.53500E+3
50.10	0.890	2.53630E+3
50.20	0.892	2.53720E+3
50.30	0.894	2.53800E+3
50.40	0.895	2.50440E+3
50.50	0.897	2.50510E+3
50.60	0.899	2.51520E+3
50.70	0.901	2.52520E+3
50.80	0.902	2.53410E+3
50.90	0.904	2.54150E+3
51.00	0.906	2.54640E+3
51.10	0.908	2.54970E+3
51.20	0.909	2.55270E+3
51.30	0.911	2.55490E+3
51.40	0.914	2.55550E+3
51.50	0.915	2.55550E+3
51.60	0.917	2.55160E+3
51.70	0.918	2.54620E+3
51.80	0.920	2.54930E+3
51.90	0.922	2.55390E+3
52.00	0.924	2.55790E+3
52.10	0.926	2.56010E+3
52.20	0.927	2.56100E+3
52.30	0.929	2.56000E+3
52.40	0.931	2.52760E+3
52.50	0.933	2.53140E+3
52.60	0.935	2.54140E+3
52.70	0.937	2.55090E+3
52.80	0.938	2.55950E+3
52.90	0.940	2.56520E+3
53.00	0.942	2.56880E+3
53.10	0.944	2.57110E+3
53.20	0.946	2.54320E+3
53.30	0.947	2.53780E+3
53.40	0.949	2.54730E+3
53.50	0.951	2.55730E+3
53.60	0.953	2.56590E+3
53.70	0.955	2.57280E+3
53.80	0.956	2.55420E+3
53.90	0.958	2.53890E+3
54.00	0.960	2.54720E+3
54.10	0.962	2.55860E+3
54.20	0.964	2.56820E+3
54.30	0.965	2.56800E+3
54.40	0.967	2.53930E+3
54.50	0.969	2.54640E+3
54.60	0.971	2.55780E+3
54.70	0.973	2.56820E+3
54.80	0.974	2.56980E+3
54.90	0.976	2.54040E+3
55.00	0.978	2.54790E+3
55.10	0.980	2.55960E+3
55.20	0.982	2.57120E+3
55.30	0.984	2.55130E+3
55.40	0.985	2.54360E+3
55.50	0.987	2.55410E+3
55.60	0.989	2.56590E+3
55.70	0.991	2.57660E+3
55.80	0.992	2.55920E+3
55.90	0.994	2.54730E+3
56.00	0.996	2.55730E+3
56.10	0.998	2.56960E+3
56.20	1.000	2.58150E+3
56.30	1.002	2.54890E+3
56.40	1.003	2.55160E+3
56.50	1.005	2.56280E+3
56.60	1.007	2.57490E+3
56.70	1.009	2.58400E+3
56.80	1.011	2.54960E+3
56.90	1.012	2.55510E+3
57.00	1.014	2.56740E+3
57.10	1.016	2.57880E+3
57.20	1.018	2.56240E+3
57.30	1.019	2.55030E+3
57.40	1.021	2.56040E+3
57.50	1.023	2.57290E+3
57.60	1.025	2.58480E+3
57.70	1.026	2.55900E+3
57.80	1.028	2.55400E+3
57.90	1.030	2.56500E+3
58.00	1.032	2.57720E+3
58.10	1.034	2.58900E+3
58.20	1.035	2.55570E+3
58.30	1.037	2.55940E+3
58.40	1.039	2.57140E+3
58.50	1.041	2.58330E+3
58.60	1.042	2.59340E+3
58.70	1.044	2.55960E+3
58.80	1.046	2.56210E+3
58.90	1.048	2.57500E+3
59.00	1.049	2.58720E+3
59.10	1.051	2.59740E+3
59.20	1.053	2.56090E+3
59.30	1.055	2.56400E+3
59.40	1.056	2.57580E+3
59.50	1.058	2.58800E+3
59.60	1.060	2.59880E+3
59.70	1.062	2.56330E+3
59.80	1.063	2.56670E+3
59.90	1.065	2.57970E+3
60.00	1.067	2.59260E+3
60.10	1.069	2.60290E+3
60.20	1.070	2.60280E+3
60.30	1.072	2.57060E+3
60.40	1.074	2.57730E+3
60.50	1.076	2.58900E+3
60.60	1.077	2.60060E+3
60.70	1.079	2.56180E+3
60.80	1.081	2.56210E+3
60.90	1.083	2.57360E+3
61.00	1.084	2.58570E+3
61.10	1.086	2.59760E+3
61.20	1.088	2.57530E+3
61.30	1.090	2.57740E+3
61.40	1.091	2.58900E+3
61.50	1.093	2.60130E+3
61.60	1.095	2.61220E+3
61.70	1.097	2.61970E+3
61.80	1.098	2.62400E+3
61.90	1.100	2.57910E+3
62.00	1.102	2.58170E+3
62.10	1.104	2.59250E+3
62.20	1.105	2.60520E+3
62.30	1.107	2.61650E+3
62.40	1.109	2.62500E+3
62.50	1.111	2.62840E+3
62.60	1.113	2.60980E+3
62.70	1.114	2.60960E+3
62.80	1.116	2.61680E+3
62.90	1.118	2.62340E+3
63.00	1.120	2.62760E+3
63.10	1.121	2.62890E+3
63.20	1.123	2.62900E+3
63.30	1.125	2.63010E+3
63.40	1.127	2.63450E+3
63.50	1.128	2.64000E+3
63.60	1.130	2.64610E+3
63.70	1.132	2.65160E+3
63.80	1.134	2.65520E+3
63.90	1.135	2.61160E+3
64.00	1.137	2.61920E+3
64.10	1.139	2.63120E+3
64.20	1.141	2.64300E+3
64.30	1.142	2.65260E+3
64.40	1.144	2.65990E+3
64.50	1.146	2.66620E+3
64.60	1.148	2.67120E+3
64.70	1.149	2.67610E+3
64.80	1.151	2.67870E+3
64.90	1.153	2.67920E+3
65.00	1.154	2.65640E+3
65.10	1.156	2.65940E+3
65.20	1.158	2.66990E+3
65.30	1.160	2.67860E+3
65.40	1.162	2.68540E+3
65.50	1.163	2.69090E+3
65.60	1.165	2.69590E+3
65.70	1.167	2.69980E+3
65.80	1.169	2.64570E+3
65.90	1.171	2.63690E+3
66.00	1.172	2.64760E+3
66.10	1.174	2.66150E+3
66.20	1.176	2.67390E+3
66.30	1.178	2.68550E+3
66.40	1.180	2.69580E+3
66.50	1.181	2.70310E+3
66.60	1.183	2.70950E+3
66.70	1.185	2.71440E+3
66.80	1.187	2.71780E+3
66.90	1.189	2.67380E+3
67.00	1.190	2.66570E+3
67.10	1.192	2.67800E+3
67.20	1.194	2.68970E+3
67.30	1.196	2.70200E+3
67.40	1.198	2.71260E+3
67.50	1.199	2.72090E+3
67.60	1.201	2.72520E+3
67.70	1.203	2.71570E+3
67.80	1.205	2.67320E+3
67.90	1.207	2.68170E+3
68.00	1.208	2.69430E+3
68.10	1.210	2.70670E+3
68.20	1.212	2.71750E+3
68.30	1.214	2.72550E+3
68.40	1.216	2.67020E+3
68.50	1.217	2.67740E+3
68.60	1.219	2.69160E+3
68.70	1.221	2.70470E+3
68.80	1.223	2.71630E+3
68.90	1.225	2.72660E+3
69.00	1.226	2.73370E+3
69.10	1.228	2.67400E+3
69.20	1.230	2.67740E+3
69.30	1.232	2.69120E+3
69.40	1.234	2.70510E+3
69.50	1.235	2.71830E+3
69.60	1.237	2.73050E+3
69.70	1.239	2.73920E+3
69.80	1.241	2.69620E+3
69.90	1.243	2.67860E+3
70.00	1.244	2.69040E+3
70.10	1.246	2.70410E+3
70.20	1.248	2.71820E+3
70.30	1.250	2.73180E+3
70.40	1.252	2.74230E+3
70.50	1.253	2.68660E+3
70.60	1.255	2.68270E+3
70.70	1.257	2.69580E+3
70.80	1.259	2.70950E+3
70.90	1.261	2.72260E+3
71.00	1.262	2.73500E+3
71.10	1.264	2.74580E+3
71.20	1.266	2.74600E+3
71.30	1.268	2.68490E+3
71.40	1.269	2.69480E+3
71.50	1.271	2.70820E+3
71.60	1.273	2.72200E+3
71.70	1.275	2.73490E+3
71.80	1.276	2.74610E+3
71.90	1.278	2.70620E+3
72.00	1.280	2.68840E+3
72.10	1.282	2.70060E+3
72.20	1.284	2.71580E+3
72.30	1.285	2.72920E+3
72.40	1.287	2.74160E+3
72.50	1.289	2.75200E+3
72.60	1.291	2.68990E+3
72.70	1.292	2.69210E+3
72.80	1.294	2.70560E+3
72.90	1.296	2.71890E+3
73.00	1.298	2.73190E+3
73.10	1.299	2.74580E+3
73.20	1.301	2.75640E+3
73.30	1.303	2.69160E+3
73.40	1.305	2.69640E+3
73.50	1.306	2.71040E+3
73.60	1.308	2.72410E+3
73.70	1.310	2.73720E+3
73.80	1.312	2.74980E+3
73.90	1.313	2.75990E+3
74.00	1.315	2.69550E+3
74.10	1.317	2.70110E+3
74.20	1.319	2.71490E+3
74.30	1.320	2.72820E+3
74.40	1.322	2.74200E+3
74.50	1.324	2.75420E+3
74.60	1.326	2.75600E+3
74.70	1.327	2.69880E+3
74.80	1.329	2.70870E+3
74.90	1.331	2.72300E+3
75.00	1.333	2.73730E+3
75.10	1.334	2.75030E+3
75.20	1.336	2.76230E+3
75.30	1.338	2.72410E+3
75.40	1.340	2.70250E+3
75.50	1.341	2.71400E+3
75.60	1.343	2.72760E+3
75.70	1.345	2.74150E+3
75.80	1.347	2.75490E+3
75.90	1.348	2.76610E+3
76.00	1.350	2.74500E+3
76.10	1.352	2.70520E+3
76.20	1.354	2.71650E+3
76.30	1.355	2.73020E+3
76.40	1.357	2.74440E+3
76.50	1.359	2.75700E+3
76.60	1.361	2.76830E+3
76.70	1.363	2.73400E+3
76.80	1.364	2.71100E+3
76.90	1.366	2.72350E+3
77.00	1.368	2.73730E+3
77.10	1.370	2.75060E+3
77.20	1.371	2.76350E+3
77.30	1.373	2.77460E+3
77.40	1.375	2.70700E+3
77.50	1.377	2.70930E+3
77.60	1.378	2.72200E+3
77.70	1.380	2.73520E+3
77.80	1.382	2.74840E+3
77.90	1.384	2.75660E+3
78.00	1.385	2.72610E+3
78.10	1.387	2.73100E+3
78.20	1.389	2.74350E+3
78.30	1.391	2.75620E+3
78.40	1.392	2.76630E+3
78.50	1.394	2.72350E+3
78.60	1.396	2.72520E+3
78.70	1.397	2.73740E+3
78.80	1.399	2.75180E+3
78.90	1.401	2.76480E+3
79.00	1.404	2.78170E+3
79.20	1.406	2.79240E+3
79.30	1.408	2.79060E+3
79.40	1.410	2.78280E+3
79.50	1.411	2.78560E+3
79.60	1.413	2.78640E+3
79.70	1.415	2.77700E+3
79.80	1.417	2.76990E+3
79.90	1.419	2.77590E+3
80.00	1.420	2.78290E+3
80.10	1.422	2.78710E+3
80.20	1.424	2.74530E+3
80.30	1.426	2.74560E+3
80.40	1.428	2.75650E+3
80.50	1.430	2.76890E+3
80.60	1.431	2.78020E+3
80.70	1.433	2.78900E+3
80.80	1.435	2.78920E+3
80.90	1.437	2.77670E+3
81.00	1.439	2.76850E+3
81.10	1.440	2.77470E+3
81.20	1.442	2.78440E+3
81.30	1.444	2.79250E+3
81.40	1.446	2.74960E+3
81.50	1.447	2.75640E+3
81.60	1.449	2.77010E+3
81.70	1.451	2.78300E+3
81.80	1.453	2.79490E+3
81.90	1.455	2.80460E+3
82.00	1.456	2.81160E+3
82.10	1.458	2.75900E+3
82.20	1.460	2.76470E+3
82.30	1.462	2.77790E+3
82.40	1.464	2.79090E+3
82.50	1.465	2.80440E+3
82.60	1.467	2.81370E+3
82.70	1.469	2.78180E+3
82.80	1.471	2.78460E+3
82.90	1.473	2.79670E+3
83.00	1.474	2.80790E+3
83.10	1.476	2.81870E+3
83.20	1.478	2.82570E+3
83.30	1.480	2.83110E+3
83.40	1.482	2.83280E+3
83.50	1.483	2.82870E+3
83.60	1.485	2.81660E+3
83.70	1.487	2.82090E+3
83.80	1.489	2.83000E+3
83.90	1.491	2.83730E+3
84.00	1.492	2.84330E+3
84.10	1.494	2.78800E+3
84.20	1.496	2.79010E+3
84.30	1.498	2.80420E+3
84.40	1.500	2.81840E+3
84.50	1.501	2.83150E+3
84.60	1.503	2.84270E+3
84.70	1.505	2.85050E+3
84.80	1.507	2.85710E+3
84.90	1.509	2.86260E+3
85.00	1.510	2.86640E+3
85.10	1.512	2.86760E+3
85.20	1.514	2.86740E+3
85.30	1.516	2.81450E+3
85.40	1.517	2.82080E+3
85.50	1.519	2.83320E+3
85.60	1.521	2.84600E+3
85.70	1.523	2.85750E+3
85.80	1.525	2.86700E+3
85.90	1.526	2.87420E+3
86.00	1.528	2.87940E+3
86.10	1.530	2.81100E+3
86.20	1.532	2.81720E+3
86.30	1.533	2.83200E+3
86.40	1.535	2.84540E+3
86.50	1.537	2.85790E+3
86.60	1.539	2.86970E+3
86.70	1.540	2.87890E+3
86.80	1.542	2.88600E+3
86.90	1.544	2.89140E+3
87.00	1.546	2.89530E+3
87.10	1.547	2.82580E+3
87.20	1.549	2.83300E+3
87.30	1.551	2.84690E+3
