Время_[с]	Перемещение_[мм]	Усилие_[Н]
482.50	8.554	4.25530E+3
482.60	8.556	4.26550E+3
482.70	8.557	4.27540E+3
482.80	8.559	4.18300E+3
482.90	8.561	4.10060E+3
483.00	8.563	4.10990E+3
483.10	8.564	4.12260E+3
483.20	8.566	4.13550E+3
483.30	8.568	4.14890E+3
483.40	8.570	4.16140E+3
483.50	8.571	4.17470E+3
483.60	8.573	4.18720E+3
483.70	8.575	4.19940E+3
483.80	8.577	4.21150E+3
483.90	8.578	4.22320E+3
484.00	8.580	4.23450E+3
484.10	8.582	4.24520E+3
484.20	8.584	4.25620E+3
484.30	8.585	4.26540E+3
484.40	8.587	4.27290E+3
484.50	8.589	4.13480E+3
484.60	8.591	4.14300E+3
484.70	8.592	4.15570E+3
484.80	8.594	4.16830E+3
484.90	8.596	4.18210E+3
485.00	8.598	4.19480E+3
485.10	8.599	4.20700E+3
485.20	8.601	4.21980E+3
485.30	8.603	4.23180E+3
485.40	8.605	4.24460E+3
485.50	8.606	4.25630E+3
485.60	8.608	4.26710E+3
485.70	8.610	4.27770E+3
485.80	8.612	4.28570E+3
485.90	8.613	4.28700E+3
486.00	8.615	4.29280E+3
486.10	8.617	4.29680E+3
486.20	8.619	4.28050E+3
486.30	8.620	4.27100E+3
486.40	8.622	4.27540E+3
486.50	8.624	4.28520E+3
486.60	8.626	4.29520E+3
486.70	8.627	4.30350E+3
486.80	8.629	4.30990E+3
486.90	8.631	4.26310E+3
487.00	8.633	4.24150E+3
487.10	8.634	4.24200E+3
487.20	8.636	4.24940E+3
487.30	8.638	4.25920E+3
487.40	8.639	4.26780E+3
487.50	8.641	4.27600E+3
487.60	8.643	4.28240E+3
487.70	8.645	4.27440E+3
487.80	8.646	4.10350E+3
487.90	8.648	4.10890E+3
488.00	8.650	4.12120E+3
488.10	8.652	4.13410E+3
488.20	8.653	4.14760E+3
488.30	8.655	4.16000E+3
488.40	8.657	4.17230E+3
488.50	8.659	4.18490E+3
488.60	8.660	4.19740E+3
488.70	8.662	4.20950E+3
488.80	8.664	4.22160E+3
488.90	8.666	4.23330E+3
489.00	8.668	4.24500E+3
489.10	8.669	4.25530E+3
489.20	8.671	4.26660E+3
489.30	8.673	4.27730E+3
489.40	8.675	4.28680E+3
489.50	8.677	4.29400E+3
489.60	8.678	4.29110E+3
489.70	8.680	4.13900E+3
489.80	8.682	4.14530E+3
489.90	8.684	4.15800E+3
490.00	8.686	4.17080E+3
490.10	8.687	4.18460E+3
490.20	8.689	4.19820E+3
490.30	8.691	4.21060E+3
490.40	8.693	4.22240E+3
490.50	8.694	4.23480E+3
490.60	8.696	4.24710E+3
490.70	8.698	4.25840E+3
490.80	8.700	4.26870E+3
490.90	8.702	4.27940E+3
491.00	8.703	4.28940E+3
491.10	8.705	4.29610E+3
491.20	8.707	4.29890E+3
491.30	8.709	4.28550E+3
491.40	8.711	4.16380E+3
491.50	8.712	4.17140E+3
491.60	8.714	4.18450E+3
491.70	8.716	4.19760E+3
491.80	8.718	4.21070E+3
491.90	8.719	4.22390E+3
492.00	8.721	4.23730E+3
492.10	8.723	4.24890E+3
492.20	8.725	4.26030E+3
492.30	8.727	4.27250E+3
492.40	8.728	4.28340E+3
492.50	8.730	4.29130E+3
492.60	8.732	4.27860E+3
492.70	8.734	4.26440E+3
492.80	8.735	4.26460E+3
492.90	8.737	4.26960E+3
493.00	8.739	4.27510E+3
493.10	8.741	4.28010E+3
493.20	8.743	4.22820E+3
493.30	8.744	4.21930E+3
493.40	8.746	4.22750E+3
493.50	8.748	4.23960E+3
493.60	8.750	4.25230E+3
493.70	8.752	4.26470E+3
493.80	8.753	4.27630E+3
493.90	8.755	4.28720E+3
494.00	8.757	4.29610E+3
494.10	8.759	4.30170E+3
494.20	8.760	4.13100E+3
494.30	8.762	4.13290E+3
494.40	8.764	4.14420E+3
494.50	8.766	4.15660E+3
494.60	8.767	4.16950E+3
494.70	8.769	4.18190E+3
494.80	8.771	4.19540E+3
494.90	8.773	4.20810E+3
495.00	8.775	4.22060E+3
495.10	8.776	4.23270E+3
495.20	8.778	4.24420E+3
495.30	8.780	4.25560E+3
495.40	8.782	4.26700E+3
495.50	8.783	4.27720E+3
495.60	8.785	4.28660E+3
495.70	8.787	4.29340E+3
495.80	8.789	4.27630E+3
495.90	8.790	4.23130E+3
496.00	8.792	4.23690E+3
496.10	8.794	4.24800E+3
496.20	8.796	4.25990E+3
496.30	8.797	4.27120E+3
496.40	8.799	4.28180E+3
496.50	8.801	4.28840E+3
496.60	8.803	4.29480E+3
496.70	8.804	4.30140E+3
496.80	8.806	4.30690E+3
496.90	8.808	4.30480E+3
497.00	8.809	4.25480E+3
497.10	8.811	4.25920E+3
497.20	8.813	4.27040E+3
497.30	8.815	4.28180E+3
497.40	8.816	4.29350E+3
497.50	8.818	4.30440E+3
497.60	8.820	4.31350E+3
497.70	8.822	4.32000E+3
497.80	8.823	4.27790E+3
497.90	8.825	4.27750E+3
498.00	8.827	4.28700E+3
498.10	8.829	4.29760E+3
498.20	8.830	4.30870E+3
498.30	8.832	4.31850E+3
498.40	8.834	4.32570E+3
498.50	8.836	4.33080E+3
498.60	8.837	4.33260E+3
498.70	8.839	4.33520E+3
498.80	8.841	4.33660E+3
498.90	8.843	4.15500E+3
499.00	8.844	4.15320E+3
499.10	8.846	4.16450E+3
499.20	8.848	4.17720E+3
499.30	8.850	4.18930E+3
499.40	8.851	4.20220E+3
499.50	8.853	4.21540E+3
499.60	8.855	4.22800E+3
499.70	8.857	4.24020E+3
499.80	8.858	4.25220E+3
499.90	8.860	4.26330E+3
500.00	8.862	4.27430E+3
500.10	8.864	4.28550E+3
500.20	8.865	4.29570E+3
500.30	8.867	4.30510E+3
500.40	8.869	4.31410E+3
500.50	8.871	4.31990E+3
500.60	8.872	4.17750E+3
500.70	8.874	4.18110E+3
500.80	8.876	4.19340E+3
500.90	8.878	4.20590E+3
501.00	8.879	4.21870E+3
501.10	8.881	4.23130E+3
501.20	8.883	4.24370E+3
501.30	8.885	4.25550E+3
501.40	8.886	4.26810E+3
501.50	8.888	4.28000E+3
501.60	8.890	4.29140E+3
501.70	8.892	4.30210E+3
501.80	8.893	4.31200E+3
501.90	8.895	4.31960E+3
502.00	8.897	4.21260E+3
502.10	8.899	4.21220E+3
502.20	8.900	4.22260E+3
502.30	8.902	4.23480E+3
502.40	8.904	4.24840E+3
502.50	8.905	4.26050E+3
502.60	8.907	4.27340E+3
502.70	8.909	4.28510E+3
502.80	8.911	4.29690E+3
502.90	8.913	4.30770E+3
503.00	8.914	4.31770E+3
503.10	8.916	4.32410E+3
503.20	8.918	4.29780E+3
503.30	8.920	4.28830E+3
503.40	8.922	4.29040E+3
503.50	8.923	4.30050E+3
503.60	8.925	4.31110E+3
503.70	8.927	4.32120E+3
503.80	8.929	4.33110E+3
503.90	8.931	4.33840E+3
504.00	8.932	4.31930E+3
504.10	8.934	4.23950E+3
504.20	8.936	4.24550E+3
504.30	8.938	4.25840E+3
504.40	8.940	4.27060E+3
504.50	8.941	4.28260E+3
504.60	8.943	4.29380E+3
504.70	8.945	4.30540E+3
504.80	8.947	4.31600E+3
504.90	8.948	4.32570E+3
505.00	8.950	4.32800E+3
505.10	8.952	4.32840E+3
505.20	8.954	4.33310E+3
505.30	8.956	4.31930E+3
505.40	8.957	4.31670E+3
505.50	8.959	4.32270E+3
505.60	8.961	4.33070E+3
505.70	8.963	4.33840E+3
505.80	8.964	4.33530E+3
505.90	8.966	4.26730E+3
506.00	8.968	4.27030E+3
506.10	8.970	4.28100E+3
506.20	8.972	4.29290E+3
506.30	8.973	4.30380E+3
506.40	8.975	4.31470E+3
506.50	8.977	4.32350E+3
506.60	8.979	4.32970E+3
506.70	8.980	4.33710E+3
506.80	8.982	4.34310E+3
506.90	8.984	4.34210E+3
507.00	8.986	4.31300E+3
507.10	8.988	4.29840E+3
507.20	8.989	4.29220E+3
507.30	8.991	4.29800E+3
507.40	8.993	4.30650E+3
507.50	8.995	4.31290E+3
507.60	8.997	4.31350E+3
507.70	8.998	4.28560E+3
507.80	9.000	4.27460E+3
507.90	9.002	4.27720E+3
508.00	9.004	4.28600E+3
508.10	9.006	4.29660E+3
508.20	9.007	4.30680E+3
508.30	9.009	4.31590E+3
508.40	9.011	4.26730E+3
508.50	9.013	4.22590E+3
508.60	9.014	4.23240E+3
508.70	9.016	4.24380E+3
508.80	9.018	4.25580E+3
508.90	9.020	4.26790E+3
509.00	9.021	4.27980E+3
509.10	9.023	4.29360E+3
509.20	9.025	4.30460E+3
509.30	9.027	4.31610E+3
509.40	9.029	4.32650E+3
509.50	9.030	4.33600E+3
509.60	9.032	4.20090E+3
509.70	9.034	4.18040E+3
509.80	9.036	4.19010E+3
509.90	9.037	4.20270E+3
510.00	9.039	4.21610E+3
510.10	9.041	4.22880E+3
510.20	9.043	4.24100E+3
510.30	9.044	4.25280E+3
510.40	9.046	4.26500E+3
510.50	9.048	4.27750E+3
510.60	9.049	4.28870E+3
510.70	9.051	4.30030E+3
510.80	9.053	4.31040E+3
510.90	9.055	4.31990E+3
511.00	9.056	4.32840E+3
511.10	9.058	4.33650E+3
511.20	9.060	4.17560E+3
511.30	9.062	4.17800E+3
511.40	9.063	4.18940E+3
511.50	9.065	4.20250E+3
511.60	9.067	4.21470E+3
511.70	9.069	4.22770E+3
511.80	9.070	4.24060E+3
511.90	9.072	4.25360E+3
512.00	9.074	4.26580E+3
512.10	9.076	4.27720E+3
512.20	9.077	4.28950E+3
512.30	9.079	4.30060E+3
512.40	9.081	4.31150E+3
512.50	9.083	4.32160E+3
512.60	9.084	4.33120E+3
512.70	9.086	4.33900E+3
512.80	9.088	4.33240E+3
512.90	9.090	4.31840E+3
513.00	9.091	4.30870E+3
513.10	9.093	4.30290E+3
513.20	9.095	4.29870E+3
513.30	9.097	4.29890E+3
513.40	9.098	4.30130E+3
513.50	9.100	4.30500E+3
513.60	9.102	4.30970E+3
513.70	9.104	4.23920E+3
513.80	9.105	4.18110E+3
513.90	9.107	4.18930E+3
514.00	9.109	4.20150E+3
514.10	9.111	4.21390E+3
514.20	9.112	4.22700E+3
514.30	9.114	4.23940E+3
514.40	9.116	4.25110E+3
514.50	9.118	4.26340E+3
514.60	9.119	4.27520E+3
514.70	9.121	4.28830E+3
514.80	9.123	4.29910E+3
514.90	9.125	4.30920E+3
515.00	9.126	4.31370E+3
515.10	9.128	4.31720E+3
515.20	9.130	4.21210E+3
515.30	9.132	4.21220E+3
515.40	9.133	4.22170E+3
515.50	9.135	4.23420E+3
515.60	9.137	4.24580E+3
515.70	9.139	4.25890E+3
515.80	9.140	4.27170E+3
515.90	9.142	4.28340E+3
516.00	9.144	4.29510E+3
516.10	9.146	4.30460E+3
516.20	9.147	4.28500E+3
516.30	9.149	4.26560E+3
516.40	9.151	4.26880E+3
516.50	9.152	4.27870E+3
516.60	9.154	4.28990E+3
516.70	9.156	4.27350E+3
516.80	9.158	4.25800E+3
516.90	9.160	4.26250E+3
517.00	9.161	4.27030E+3
517.10	9.163	4.27400E+3
517.20	9.165	4.27580E+3
517.30	9.167	4.27560E+3
517.40	9.168	4.26410E+3
517.50	9.170	4.25930E+3
517.60	9.172	4.26620E+3
517.70	9.174	4.27410E+3
517.80	9.176	4.27810E+3
517.90	9.178	4.27340E+3
518.00	9.179	4.27000E+3
518.10	9.181	4.25920E+3
518.20	9.183	4.24960E+3
518.30	9.185	4.25180E+3
518.40	9.186	4.25350E+3
518.50	9.188	4.26350E+3
518.60	9.190	4.27250E+3
518.70	9.192	4.26940E+3
518.80	9.194	4.25850E+3
518.90	9.195	4.25880E+3
519.00	9.197	4.25500E+3
519.10	9.199	4.24490E+3
519.20	9.201	4.24200E+3
519.30	9.202	4.24960E+3
519.40	9.204	4.25970E+3
519.50	9.206	4.26150E+3
519.60	9.208	4.23320E+3
519.70	9.210	4.23170E+3
519.80	9.211	4.23640E+3
519.90	9.213	4.23670E+3
520.00	9.215	4.24100E+3
520.10	9.217	4.25090E+3
520.20	9.219	4.25100E+3
520.30	9.220	4.21560E+3
520.40	9.222	4.21360E+3
520.50	9.224	4.22050E+3
520.60	9.226	4.22960E+3
520.70	9.227	4.23100E+3
520.80	9.229	4.22610E+3
520.90	9.231	4.23180E+3
521.00	9.233	4.20790E+3
521.10	9.235	4.20670E+3
521.20	9.236	4.21560E+3
521.30	9.238	4.21570E+3
521.40	9.240	4.21070E+3
521.50	9.242	4.21930E+3
521.60	9.244	4.21440E+3
521.70	9.245	4.20290E+3
521.80	9.247	4.19210E+3
521.90	9.249	4.19590E+3
522.00	9.251	4.20370E+3
522.10	9.253	4.21220E+3
522.20	9.254	4.18430E+3
522.30	9.256	4.17070E+3
522.40	9.258	4.16980E+3
522.50	9.260	4.17910E+3
522.60	9.261	4.18980E+3
522.70	9.263	4.19790E+3
522.80	9.265	4.17600E+3
522.90	9.267	4.17680E+3
523.00	9.268	4.16270E+3
523.10	9.270	4.15330E+3
523.20	9.272	4.15960E+3
523.30	9.274	4.16970E+3
523.40	9.276	4.14340E+3
523.50	9.277	4.13280E+3
523.60	9.279	4.13580E+3
523.70	9.281	4.14710E+3
523.80	9.283	4.15870E+3
523.90	9.284	4.12770E+3
524.00	9.286	4.11740E+3
524.10	9.288	4.12340E+3
524.20	9.290	4.13520E+3
524.30	9.291	4.14450E+3
524.40	9.293	4.10500E+3
524.50	9.295	4.10180E+3
524.60	9.297	4.11000E+3
524.70	9.298	4.12080E+3
524.80	9.300	4.12630E+3
524.90	9.302	4.10310E+3
525.00	9.304	4.10220E+3
525.10	9.305	4.07860E+3
525.20	9.307	4.07780E+3
525.30	9.309	4.08680E+3
525.40	9.311	4.09780E+3
525.50	9.312	4.08290E+3
525.60	9.314	4.05420E+3
525.70	9.316	4.05130E+3
525.80	9.317	4.06230E+3
525.90	9.319	4.07400E+3
526.00	9.321	4.08620E+3
526.10	9.323	4.04450E+3
526.20	9.324	4.01430E+3
526.30	9.326	4.01860E+3
526.40	9.328	4.03130E+3
526.50	9.330	4.04360E+3
526.60	9.331	4.05600E+3
526.70	9.333	4.06820E+3
526.80	9.335	4.00190E+3
526.90	9.337	3.99680E+3
527.00	9.338	3.98190E+3
527.10	9.340	3.98670E+3
527.20	9.342	3.99860E+3
527.30	9.344	4.01140E+3
527.40	9.345	4.02390E+3
527.50	9.347	3.97730E+3
527.60	9.349	3.93260E+3
527.70	9.351	3.93570E+3
527.80	9.353	3.94760E+3
527.90	9.354	3.96090E+3
528.00	9.356	3.97420E+3
528.10	9.358	3.98670E+3
528.20	9.359	3.90520E+3
528.30	9.361	3.88660E+3
528.40	9.363	3.89310E+3
528.50	9.365	3.90570E+3
528.60	9.367	3.91830E+3
528.70	9.368	3.93120E+3
528.80	9.370	3.94330E+3
528.90	9.372	3.89610E+3
529.00	9.374	3.81270E+3
529.10	9.375	3.81460E+3
529.20	9.377	3.82550E+3
529.30	9.379	3.83860E+3
529.40	9.381	3.85130E+3
529.50	9.385	3.85190E+3
529.60	9.386	2.33000E+1
