Время_[с]	Перемещение_[мм]	Усилие_[Н]
174.50	3.119	3.34150E+3
174.60	3.120	3.35470E+3
174.70	3.122	3.36760E+3
174.80	3.124	3.37950E+3
174.90	3.126	3.39110E+3
175.00	3.127	3.40120E+3
175.10	3.129	3.40900E+3
175.20	3.131	3.41550E+3
175.30	3.133	3.42110E+3
175.40	3.134	3.31250E+3
175.50	3.136	3.32010E+3
175.60	3.138	3.33350E+3
175.70	3.140	3.34740E+3
175.80	3.141	3.36120E+3
175.90	3.143	3.37380E+3
176.00	3.145	3.38700E+3
176.10	3.147	3.39910E+3
176.20	3.149	3.41120E+3
176.30	3.150	3.42100E+3
176.40	3.152	3.42800E+3
176.50	3.154	3.31560E+3
176.60	3.156	3.32050E+3
176.70	3.158	3.33470E+3
176.80	3.160	3.34930E+3
176.90	3.162	3.36380E+3
177.00	3.163	3.37780E+3
177.10	3.165	3.39140E+3
177.20	3.167	3.36520E+3
177.30	3.169	3.30520E+3
177.40	3.171	3.31660E+3
177.50	3.172	3.33120E+3
177.60	3.174	3.34480E+3
177.70	3.176	3.35930E+3
177.80	3.178	3.37250E+3
177.90	3.180	3.38480E+3
178.00	3.182	3.39840E+3
178.10	3.183	3.41020E+3
178.20	3.185	3.42110E+3
178.30	3.187	3.32670E+3
178.40	3.189	3.32980E+3
178.50	3.191	3.34390E+3
178.60	3.193	3.35940E+3
178.70	3.194	3.37330E+3
178.80	3.196	3.38710E+3
178.90	3.198	3.40090E+3
179.00	3.200	3.41380E+3
179.10	3.202	3.42510E+3
179.20	3.204	3.43390E+3
179.30	3.205	3.32520E+3
179.40	3.207	3.32770E+3
179.50	3.209	3.34060E+3
179.60	3.211	3.35490E+3
179.70	3.213	3.36910E+3
179.80	3.214	3.38400E+3
179.90	3.216	3.39720E+3
180.00	3.218	3.40950E+3
180.10	3.220	3.42100E+3
180.20	3.222	3.43180E+3
180.30	3.223	3.36440E+3
180.40	3.225	3.32110E+3
180.50	3.227	3.33300E+3
180.60	3.229	3.34660E+3
180.70	3.231	3.36200E+3
180.80	3.233	3.37570E+3
180.90	3.234	3.38950E+3
181.00	3.236	3.40300E+3
181.10	3.238	3.41550E+3
181.20	3.240	3.42710E+3
181.30	3.242	3.43710E+3
181.40	3.243	3.32010E+3
181.50	3.245	3.32880E+3
181.60	3.247	3.34400E+3
181.70	3.249	3.35800E+3
181.80	3.251	3.37160E+3
181.90	3.252	3.38490E+3
182.00	3.254	3.39790E+3
182.10	3.256	3.41040E+3
182.20	3.258	3.42170E+3
182.30	3.259	3.43290E+3
182.40	3.261	3.44190E+3
182.50	3.263	3.38920E+3
182.60	3.265	3.32650E+3
182.70	3.267	3.33830E+3
182.80	3.268	3.35240E+3
182.90	3.270	3.36700E+3
183.00	3.272	3.38030E+3
183.10	3.274	3.39380E+3
183.20	3.275	3.40690E+3
183.30	3.277	3.41910E+3
183.40	3.279	3.43110E+3
183.50	3.281	3.44170E+3
183.60	3.282	3.41480E+3
183.70	3.284	3.37920E+3
183.80	3.286	3.38780E+3
183.90	3.288	3.40050E+3
184.00	3.289	3.41340E+3
184.10	3.291	3.42560E+3
184.20	3.293	3.43720E+3
184.30	3.295	3.44740E+3
184.40	3.296	3.45410E+3
184.50	3.298	3.45770E+3
184.60	3.300	3.41930E+3
184.70	3.302	3.36180E+3
184.80	3.303	3.37100E+3
184.90	3.305	3.38450E+3
185.00	3.307	3.39730E+3
185.10	3.309	3.41070E+3
185.20	3.310	3.42350E+3
185.30	3.312	3.43550E+3
185.40	3.314	3.44600E+3
185.50	3.316	3.45420E+3
185.60	3.317	3.46070E+3
185.70	3.319	3.46240E+3
185.80	3.321	3.40960E+3
185.90	3.323	3.41210E+3
186.00	3.324	3.42390E+3
186.10	3.326	3.43730E+3
186.20	3.328	3.44910E+3
186.30	3.330	3.46020E+3
186.40	3.331	3.46820E+3
186.50	3.333	3.47450E+3
186.60	3.335	3.35660E+3
186.70	3.337	3.36050E+3
186.80	3.338	3.37340E+3
186.90	3.340	3.38750E+3
187.00	3.342	3.40190E+3
187.10	3.344	3.41520E+3
187.20	3.345	3.42760E+3
187.30	3.347	3.44040E+3
187.40	3.349	3.45210E+3
187.50	3.351	3.46370E+3
187.60	3.353	3.47310E+3
187.70	3.354	3.48020E+3
187.80	3.356	3.47900E+3
187.90	3.358	3.40730E+3
188.00	3.360	3.41650E+3
188.10	3.364	3.44890E+3
188.20	3.365	3.45540E+3
188.30	3.367	3.46810E+3
188.40	3.369	3.47980E+3
188.50	3.370	3.48850E+3
188.60	3.372	3.49440E+3
188.70	3.374	3.49820E+3
188.80	3.376	3.36960E+3
188.90	3.377	3.37460E+3
189.00	3.379	3.38770E+3
189.10	3.381	3.40100E+3
189.20	3.382	3.41410E+3
189.30	3.384	3.42740E+3
189.40	3.386	3.44030E+3
189.50	3.388	3.45250E+3
189.60	3.390	3.46470E+3
189.70	3.391	3.47610E+3
189.80	3.393	3.43350E+3
189.90	3.395	3.38460E+3
190.00	3.397	3.39530E+3
190.10	3.398	3.40890E+3
190.20	3.400	3.42290E+3
190.30	3.402	3.43640E+3
190.40	3.404	3.45100E+3
190.50	3.406	3.46370E+3
190.60	3.408	3.47620E+3
190.70	3.409	3.48780E+3
190.80	3.411	3.49750E+3
190.90	3.413	3.50480E+3
191.00	3.415	3.40690E+3
191.10	3.417	3.39090E+3
191.20	3.419	3.40380E+3
191.30	3.421	3.41810E+3
191.40	3.422	3.43240E+3
191.50	3.424	3.44680E+3
191.60	3.426	3.46000E+3
191.70	3.428	3.47280E+3
191.80	3.430	3.48480E+3
191.90	3.431	3.49580E+3
192.00	3.433	3.50620E+3
192.10	3.435	3.50060E+3
192.20	3.437	3.37570E+3
192.30	3.439	3.38500E+3
192.40	3.441	3.40050E+3
192.50	3.442	3.41500E+3
192.60	3.444	3.42890E+3
192.70	3.446	3.44230E+3
192.80	3.448	3.45490E+3
192.90	3.450	3.46830E+3
193.00	3.452	3.48000E+3
193.10	3.453	3.49080E+3
193.20	3.455	3.50140E+3
193.30	3.457	3.51150E+3
193.40	3.459	3.51710E+3
193.50	3.461	3.40420E+3
193.60	3.462	3.41070E+3
193.70	3.464	3.42510E+3
193.80	3.466	3.43970E+3
193.90	3.468	3.45350E+3
194.00	3.470	3.46610E+3
194.10	3.472	3.47960E+3
194.20	3.473	3.49170E+3
194.30	3.475	3.50410E+3
194.40	3.477	3.51420E+3
194.50	3.479	3.38030E+3
194.60	3.481	3.38680E+3
194.70	3.482	3.40100E+3
194.80	3.484	3.41520E+3
194.90	3.486	3.42940E+3
195.00	3.488	3.44410E+3
195.10	3.490	3.45720E+3
195.20	3.491	3.47120E+3
195.30	3.493	3.48290E+3
195.40	3.495	3.49530E+3
195.50	3.497	3.50550E+3
195.60	3.499	3.51550E+3
195.70	3.500	3.52330E+3
195.80	3.502	3.40740E+3
195.90	3.504	3.40050E+3
196.00	3.506	3.41320E+3
196.10	3.507	3.42830E+3
196.20	3.509	3.44150E+3
196.30	3.511	3.45460E+3
196.40	3.513	3.46720E+3
196.50	3.515	3.47960E+3
196.60	3.516	3.49080E+3
196.70	3.518	3.49980E+3
196.80	3.520	3.49900E+3
196.90	3.522	3.46100E+3
197.00	3.524	3.46770E+3
197.10	3.525	3.48080E+3
197.20	3.527	3.49330E+3
197.30	3.529	3.50590E+3
197.40	3.531	3.51690E+3
197.50	3.532	3.52550E+3
197.60	3.534	3.53290E+3
197.70	3.536	3.53770E+3
197.80	3.538	3.45270E+3
197.90	3.539	3.45540E+3
198.00	3.541	3.46860E+3
198.10	3.543	3.48130E+3
198.20	3.544	3.49380E+3
198.30	3.546	3.50570E+3
198.40	3.548	3.51640E+3
198.50	3.550	3.52610E+3
198.60	3.551	3.42450E+3
198.70	3.553	3.40360E+3
198.80	3.555	3.41490E+3
198.90	3.557	3.43010E+3
199.00	3.558	3.44350E+3
199.10	3.560	3.45680E+3
199.20	3.562	3.46970E+3
199.30	3.564	3.48230E+3
199.40	3.565	3.49400E+3
199.50	3.567	3.50560E+3
199.60	3.569	3.51690E+3
199.70	3.571	3.52650E+3
199.80	3.572	3.53570E+3
199.90	3.574	3.47980E+3
200.00	3.576	3.46880E+3
200.10	3.578	3.48040E+3
200.20	3.579	3.49390E+3
200.30	3.581	3.50690E+3
200.40	3.583	3.51960E+3
200.50	3.585	3.53180E+3
200.60	3.586	3.54180E+3
200.70	3.588	3.54960E+3
200.80	3.590	3.55550E+3
200.90	3.592	3.41780E+3
201.00	3.594	3.42490E+3
201.10	3.595	3.43780E+3
201.20	3.597	3.45110E+3
201.30	3.599	3.46450E+3
201.40	3.601	3.47770E+3
201.50	3.602	3.49000E+3
201.60	3.604	3.41830E+3
201.70	3.606	3.42350E+3
201.80	3.608	3.43750E+3
201.90	3.610	3.45200E+3
202.00	3.611	3.46550E+3
202.10	3.613	3.47930E+3
202.20	3.615	3.49180E+3
202.30	3.617	3.50440E+3
202.40	3.618	3.51630E+3
202.50	3.620	3.52850E+3
202.60	3.622	3.54000E+3
202.70	3.624	3.54860E+3
202.80	3.625	3.55200E+3
202.90	3.627	3.50770E+3
203.00	3.629	3.51340E+3
203.10	3.630	3.52400E+3
203.20	3.632	3.53410E+3
203.30	3.634	3.42210E+3
203.40	3.636	3.42890E+3
203.50	3.637	3.44350E+3
203.60	3.639	3.45770E+3
203.70	3.641	3.47160E+3
203.80	3.643	3.48460E+3
203.90	3.645	3.49810E+3
204.00	3.646	3.51070E+3
204.10	3.648	3.52220E+3
204.20	3.650	3.53380E+3
204.30	3.652	3.54410E+3
204.40	3.654	3.45410E+3
204.50	3.655	3.44640E+3
204.60	3.657	3.45910E+3
204.70	3.659	3.47400E+3
204.80	3.661	3.48910E+3
204.90	3.663	3.50360E+3
205.00	3.665	3.51710E+3
205.10	3.667	3.53030E+3
205.20	3.668	3.54270E+3
205.30	3.670	3.55390E+3
205.40	3.672	3.51400E+3
205.50	3.674	3.48650E+3
205.60	3.676	3.49560E+3
205.70	3.677	3.50680E+3
205.80	3.679	3.51880E+3
205.90	3.681	3.52960E+3
206.00	3.683	3.53850E+3
206.10	3.685	3.54550E+3
206.20	3.687	3.54940E+3
206.30	3.688	3.52720E+3
206.40	3.690	3.53030E+3
206.50	3.692	3.54190E+3
206.60	3.694	3.55250E+3
206.70	3.696	3.56060E+3
206.80	3.698	3.43060E+3
206.90	3.699	3.42420E+3
207.00	3.701	3.43670E+3
207.10	3.703	3.45060E+3
207.20	3.705	3.46550E+3
207.30	3.707	3.47930E+3
207.40	3.708	3.49250E+3
207.50	3.710	3.50480E+3
207.60	3.712	3.51650E+3
207.70	3.714	3.52780E+3
207.80	3.716	3.53760E+3
207.90	3.718	3.47240E+3
208.00	3.719	3.47670E+3
208.10	3.721	3.49130E+3
208.20	3.723	3.50540E+3
208.30	3.725	3.51900E+3
208.40	3.727	3.53260E+3
208.50	3.728	3.54420E+3
208.60	3.730	3.55610E+3
208.70	3.732	3.56590E+3
208.80	3.734	3.57370E+3
208.90	3.736	3.44560E+3
209.00	3.737	3.44640E+3
209.10	3.739	3.46110E+3
209.20	3.741	3.47510E+3
209.30	3.743	3.48910E+3
209.40	3.745	3.50280E+3
209.50	3.746	3.51640E+3
209.60	3.748	3.52950E+3
209.70	3.750	3.54200E+3
209.80	3.752	3.55350E+3
209.90	3.754	3.56500E+3
210.00	3.755	3.57530E+3
210.10	3.757	3.58340E+3
210.20	3.759	3.52030E+3
210.30	3.761	3.51990E+3
210.40	3.762	3.53180E+3
210.50	3.764	3.54480E+3
210.60	3.766	3.55730E+3
210.70	3.768	3.56820E+3
210.80	3.770	3.57780E+3
210.90	3.771	3.58500E+3
211.00	3.773	3.45390E+3
211.10	3.775	3.46220E+3
211.20	3.777	3.47620E+3
211.30	3.778	3.48980E+3
211.40	3.780	3.50310E+3
211.50	3.782	3.51700E+3
211.60	3.784	3.52960E+3
211.70	3.785	3.54190E+3
211.80	3.787	3.55420E+3
211.90	3.789	3.56600E+3
212.00	3.791	3.57610E+3
212.10	3.792	3.58570E+3
212.20	3.794	3.59230E+3
212.30	3.796	3.45850E+3
212.40	3.798	3.46600E+3
212.50	3.799	3.47960E+3
212.60	3.801	3.49410E+3
212.70	3.803	3.50740E+3
212.80	3.804	3.52110E+3
212.90	3.806	3.53450E+3
213.00	3.808	3.54660E+3
213.10	3.810	3.55850E+3
213.20	3.811	3.56970E+3
213.30	3.813	3.58060E+3
213.40	3.815	3.59020E+3
213.50	3.817	3.59820E+3
213.60	3.818	3.44790E+3
213.70	3.820	3.45200E+3
213.80	3.822	3.46580E+3
213.90	3.824	3.47990E+3
214.00	3.826	3.49370E+3
214.10	3.827	3.50690E+3
214.20	3.829	3.52080E+3
214.30	3.831	3.53330E+3
214.40	3.833	3.54580E+3
214.50	3.834	3.55700E+3
214.60	3.836	3.56930E+3
214.70	3.838	3.57970E+3
214.80	3.840	3.58940E+3
214.90	3.841	3.59810E+3
215.00	3.843	3.60520E+3
215.10	3.845	3.58380E+3
215.20	3.847	3.49160E+3
215.30	3.848	3.50140E+3
215.40	3.850	3.51550E+3
215.50	3.852	3.53070E+3
215.60	3.854	3.54400E+3
215.70	3.856	3.55700E+3
215.80	3.857	3.56970E+3
215.90	3.859	3.58200E+3
216.00	3.861	3.59400E+3
216.10	3.863	3.60380E+3
216.20	3.864	3.61210E+3
216.30	3.866	3.61840E+3
216.40	3.871	3.58690E+3
216.60	3.873	3.47820E+3
216.70	3.875	3.48730E+3
216.80	3.877	3.50060E+3
216.90	3.878	3.51400E+3
217.00	3.880	3.52770E+3
217.10	3.882	3.54070E+3
217.20	3.884	3.55410E+3
217.30	3.885	3.56590E+3
217.40	3.887	3.57840E+3
217.50	3.889	3.58940E+3
217.60	3.891	3.59980E+3
217.70	3.892	3.60900E+3
217.80	3.894	3.61700E+3
217.90	3.896	3.57260E+3
218.00	3.898	3.48630E+3
218.10	3.899	3.49760E+3
218.20	3.901	3.51240E+3
218.30	3.903	3.52650E+3
218.40	3.905	3.54130E+3
218.50	3.907	3.55490E+3
218.60	3.909	3.56770E+3
218.70	3.911	3.58200E+3
218.80	3.912	3.59450E+3
218.90	3.914	3.60660E+3
219.00	3.916	3.61740E+3
219.10	3.918	3.62780E+3
219.20	3.920	3.63560E+3
219.30	3.922	3.64220E+3
219.40	3.923	3.51530E+3
219.50	3.925	3.51830E+3
219.60	3.927	3.53040E+3
219.70	3.929	3.54380E+3
219.80	3.931	3.55830E+3
219.90	3.932	3.57190E+3
220.00	3.934	3.58650E+3
220.10	3.936	3.59970E+3
220.20	3.938	3.61130E+3
220.30	3.940	3.62240E+3
220.40	3.942	3.63390E+3
220.50	3.944	3.64160E+3
220.60	3.945	3.50760E+3
220.70	3.947	3.51340E+3
220.80	3.949	3.52750E+3
220.90	3.951	3.54300E+3
221.00	3.953	3.55660E+3
221.10	3.954	3.57050E+3
221.20	3.956	3.58420E+3
221.30	3.958	3.59690E+3
221.40	3.960	3.60890E+3
221.50	3.962	3.62050E+3
221.60	3.963	3.63220E+3
221.70	3.965	3.64210E+3
221.80	3.967	3.55330E+3
221.90	3.969	3.55640E+3
222.00	3.971	3.56940E+3
222.10	3.972	3.58360E+3
222.20	3.974	3.59720E+3
222.30	3.976	3.61070E+3
222.40	3.978	3.62240E+3
222.50	3.980	3.63290E+3
222.60	3.981	3.64290E+3
222.70	3.983	3.51500E+3
222.80	3.985	3.51940E+3
222.90	3.987	3.53450E+3
223.00	3.989	3.54850E+3
223.10	3.991	3.56250E+3
223.20	3.992	3.57660E+3
223.30	3.994	3.58970E+3
223.40	3.996	3.60270E+3
223.50	3.998	3.61490E+3
223.60	4.000	3.62730E+3
223.70	4.001	3.63680E+3
223.80	4.003	3.58350E+3
223.90	4.005	3.58720E+3
224.00	4.007	3.59980E+3
224.10	4.008	3.61280E+3
224.20	4.010	3.62520E+3
224.30	4.012	3.63720E+3
224.40	4.014	3.52730E+3
224.50	4.016	3.49860E+3
224.60	4.017	3.51140E+3
224.70	4.019	3.52610E+3
224.80	4.021	3.54010E+3
224.90	4.023	3.55340E+3
225.00	4.024	3.56680E+3
225.10	4.026	3.57950E+3
225.20	4.028	3.59170E+3
225.30	4.030	3.60390E+3
225.40	4.031	3.61510E+3
225.50	4.033	3.62480E+3
225.60	4.035	3.58690E+3
225.70	4.037	3.55490E+3
225.80	4.038	3.56570E+3
225.90	4.040	3.57930E+3
226.00	4.042	3.59290E+3
226.10	4.044	3.60610E+3
226.20	4.045	3.61910E+3
226.30	4.047	3.63140E+3
226.40	4.049	3.64240E+3
226.50	4.051	3.65260E+3
226.60	4.052	3.65960E+3
226.70	4.054	3.66570E+3
226.80	4.056	3.66090E+3
226.90	4.058	3.50980E+3
227.00	4.059	3.51850E+3
227.10	4.061	3.53250E+3
227.20	4.063	3.54610E+3
227.30	4.065	3.55950E+3
227.40	4.066	3.57400E+3
227.50	4.068	3.58690E+3
227.60	4.070	3.59910E+3
227.70	4.072	3.61150E+3
227.80	4.073	3.62320E+3
227.90	4.075	3.63430E+3
228.00	4.077	3.64480E+3
228.10	4.079	3.65470E+3
228.20	4.080	3.66290E+3
228.30	4.082	3.66880E+3
228.40	4.084	3.51650E+3
228.50	4.086	3.52310E+3
228.60	4.087	3.53700E+3
228.70	4.089	3.55040E+3
228.80	4.091	3.56420E+3
228.90	4.093	3.57740E+3
229.00	4.094	3.59070E+3
229.10	4.096	3.60360E+3
229.20	4.098	3.61650E+3
229.30	4.100	3.62860E+3
229.40	4.102	3.64040E+3
229.50	4.103	3.65170E+3
229.60	4.105	3.66160E+3
229.70	4.107	3.67020E+3
229.80	4.109	3.67730E+3
229.90	4.110	3.68340E+3
230.00	4.112	3.68700E+3
230.10	4.114	3.66320E+3
230.20	4.116	3.66520E+3
230.30	4.117	3.67460E+3
230.40	4.119	3.68200E+3
230.50	4.121	3.68860E+3
230.60	4.123	3.69260E+3
230.70	4.124	3.64080E+3
230.80	4.126	3.63980E+3
230.90	4.128	3.64750E+3
231.00	4.130	3.65600E+3
231.10	4.131	3.62030E+3
231.20	4.133	3.61370E+3
231.30	4.135	3.62300E+3
231.40	4.137	3.63480E+3
231.50	4.138	3.64690E+3
231.60	4.140	3.65900E+3
231.70	4.142	3.66960E+3
231.80	4.144	3.67810E+3
231.90	4.145	3.68420E+3
232.00	4.147	3.68630E+3
232.10	4.149	3.67680E+3
232.20	4.151	3.62830E+3
232.30	4.153	3.63220E+3
232.40	4.154	3.64310E+3
232.50	4.156	3.65610E+3
232.60	4.158	3.66810E+3
232.70	4.160	3.67970E+3
232.80	4.162	3.69000E+3
232.90	4.164	3.58070E+3
233.00	4.166	3.56090E+3
233.10	4.167	3.57400E+3
233.20	4.169	3.58820E+3
233.30	4.171	3.60280E+3
233.40	4.173	3.61660E+3
233.50	4.175	3.62940E+3
233.60	4.176	3.64300E+3
233.70	4.178	3.65480E+3
233.80	4.180	3.66700E+3
233.90	4.182	3.67880E+3
234.00	4.184	3.69010E+3
234.10	4.186	3.69860E+3
234.20	4.187	3.60390E+3
234.30	4.189	3.54860E+3
234.40	4.191	3.56080E+3
234.50	4.193	3.57580E+3
234.60	4.195	3.58970E+3
234.70	4.197	3.60300E+3
234.80	4.198	3.61740E+3
234.90	4.200	3.63100E+3
235.00	4.202	3.64250E+3
235.10	4.204	3.65400E+3
235.20	4.206	3.66530E+3
235.30	4.207	3.59310E+3
235.40	4.209	3.59960E+3
235.50	4.211	3.61280E+3
235.60	4.213	3.62690E+3
235.70	4.215	3.64100E+3
235.80	4.217	3.65560E+3
235.90	4.218	3.66830E+3
236.00	4.220	3.67990E+3
236.10	4.222	3.69080E+3
236.20	4.224	3.70090E+3
236.30	4.226	3.70930E+3
236.40	4.227	3.61090E+3
236.50	4.229	3.57010E+3
236.60	4.231	3.58260E+3
236.70	4.233	3.59770E+3
236.80	4.235	3.61200E+3
236.90	4.236	3.62650E+3
237.00	4.238	3.64020E+3
237.10	4.240	3.65290E+3
237.20	4.242	3.66610E+3
237.30	4.244	3.67840E+3
237.40	4.245	3.69010E+3
237.50	4.247	3.70060E+3
237.60	4.249	3.71130E+3
237.70	4.251	3.57300E+3
237.80	4.252	3.54480E+3
237.90	4.254	3.55730E+3
238.00	4.256	3.57100E+3
238.10	4.258	3.58460E+3
238.20	4.260	3.59760E+3
238.30	4.261	3.61160E+3
238.40	4.263	3.62500E+3
238.50	4.265	3.63920E+3
238.60	4.267	3.65140E+3
238.70	4.269	3.66230E+3
238.80	4.270	3.67400E+3
238.90	4.272	3.61530E+3
239.00	4.274	3.59820E+3
239.10	4.276	3.61030E+3
239.20	4.277	3.62380E+3
239.30	4.279	3.63670E+3
239.40	4.281	3.65020E+3
239.50	4.283	3.66460E+3
239.60	4.284	3.67700E+3
239.70	4.286	3.68890E+3
239.80	4.288	3.69890E+3
239.90	4.290	3.70950E+3
240.00	4.291	3.71790E+3
240.10	4.293	3.72440E+3
240.20	4.295	3.72610E+3
240.30	4.296	3.61420E+3
240.40	4.298	3.62070E+3
240.50	4.300	3.63350E+3
240.60	4.302	3.64690E+3
240.70	4.303	3.65940E+3
240.80	4.305	3.67270E+3
240.90	4.307	3.68490E+3
241.00	4.309	3.69660E+3
241.10	4.310	3.70800E+3
241.20	4.312	3.71810E+3
241.30	4.314	3.72690E+3
241.40	4.316	3.65840E+3
241.50	4.317	3.61520E+3
241.60	4.319	3.62500E+3
241.70	4.321	3.63840E+3
241.80	4.323	3.65160E+3
241.90	4.324	3.66490E+3
242.00	4.326	3.67810E+3
242.10	4.328	3.69070E+3
242.20	4.330	3.70290E+3
242.30	4.331	3.71390E+3
242.40	4.333	3.72330E+3
242.50	4.335	3.73120E+3
242.60	4.337	3.72240E+3
242.70	4.338	3.67580E+3
242.80	4.340	3.68350E+3
242.90	4.342	3.69520E+3
243.00	4.344	3.70710E+3
243.10	4.345	3.71760E+3
243.20	4.347	3.72630E+3
243.30	4.349	3.73200E+3
243.40	4.351	3.73310E+3
243.50	4.353	3.59750E+3
243.60	4.354	3.58570E+3
243.70	4.356	3.59870E+3
243.80	4.358	3.61270E+3
243.90	4.360	3.62630E+3
244.00	4.361	3.63990E+3
244.10	4.363	3.65360E+3
244.20	4.365	3.66640E+3
244.30	4.367	3.67870E+3
244.40	4.368	3.69030E+3
244.50	4.370	3.70200E+3
244.60	4.372	3.71240E+3
244.70	4.374	3.72210E+3
244.80	4.375	3.73110E+3
244.90	4.377	3.73800E+3
245.00	4.379	3.74380E+3
245.10	4.381	3.74750E+3
245.20	4.382	3.72880E+3
245.30	4.384	3.58340E+3
245.40	4.386	3.59260E+3
245.50	4.388	3.60610E+3
245.60	4.389	3.62040E+3
245.70	4.391	3.63380E+3
245.80	4.393	3.64760E+3
245.90	4.395	3.66140E+3
246.00	4.396	3.67370E+3
246.10	4.398	3.68620E+3
246.20	4.400	3.69810E+3
246.30	4.402	3.70890E+3
246.40	4.404	3.72070E+3
246.50	4.406	3.73100E+3
246.60	4.407	3.74050E+3
246.70	4.409	3.74880E+3
246.80	4.411	3.75490E+3
246.90	4.413	3.66260E+3
247.00	4.415	3.66680E+3
247.10	4.417	3.68020E+3
247.20	4.419	3.69500E+3
247.30	4.420	3.70930E+3
247.40	4.422	3.72260E+3
247.50	4.424	3.73450E+3
247.60	4.426	3.74660E+3
247.70	4.428	3.75670E+3
247.80	4.429	3.58270E+3
247.90	4.431	3.57950E+3
248.00	4.433	3.59360E+3
248.10	4.435	3.60830E+3
248.20	4.437	3.62250E+3
248.30	4.439	3.63620E+3
248.40	4.440	3.65000E+3
248.50	4.442	3.66400E+3
248.60	4.444	3.67700E+3
248.70	4.446	3.68950E+3
248.80	4.448	3.70130E+3
248.90	4.450	3.71210E+3
249.00	4.451	3.72240E+3
249.10	4.453	3.61380E+3
249.20	4.455	3.61810E+3
249.30	4.457	3.63210E+3
249.40	4.459	3.64660E+3
249.50	4.460	3.66000E+3
249.60	4.462	3.67480E+3
249.70	4.464	3.68810E+3
249.80	4.466	3.70160E+3
249.90	4.468	3.71430E+3
250.00	4.469	3.72630E+3
250.10	4.471	3.73740E+3
250.20	4.473	3.74730E+3
250.30	4.475	3.75670E+3
250.40	4.477	3.75320E+3
250.50	4.478	3.68330E+3
250.60	4.480	3.69020E+3
250.70	4.482	3.70270E+3
250.80	4.484	3.71580E+3
250.90	4.486	3.72820E+3
251.00	4.488	3.74110E+3
251.10	4.489	3.59590E+3
251.20	4.491	3.60470E+3
251.30	4.493	3.61780E+3
251.40	4.495	3.63270E+3
251.50	4.497	3.64680E+3
251.60	4.498	3.66060E+3
251.70	4.500	3.67410E+3
251.80	4.502	3.68590E+3
251.90	4.504	3.69790E+3
252.00	4.505	3.70960E+3
252.10	4.507	3.71940E+3
252.20	4.509	3.63130E+3
252.30	4.511	3.63930E+3
252.40	4.512	3.65460E+3
252.50	4.514	3.66860E+3
252.60	4.516	3.68280E+3
252.70	4.518	3.69580E+3
252.80	4.520	3.70910E+3
252.90	4.521	3.72180E+3
253.00	4.523	3.73330E+3
253.10	4.525	3.74440E+3
253.20	4.527	3.75410E+3
253.30	4.528	3.76360E+3
253.40	4.530	3.77000E+3
253.50	4.532	3.63200E+3
253.60	4.534	3.61660E+3
253.70	4.535	3.62940E+3
253.80	4.537	3.64260E+3
253.90	4.539	3.65690E+3
254.00	4.541	3.67000E+3
254.10	4.542	3.68340E+3
254.20	4.544	3.69610E+3
254.30	4.546	3.70910E+3
254.40	4.548	3.72110E+3
254.50	4.549	3.73290E+3
254.60	4.551	3.74450E+3
254.70	4.553	3.75520E+3
254.80	4.554	3.76500E+3
254.90	4.556	3.77390E+3
255.00	4.558	3.78060E+3
255.10	4.560	3.77170E+3
255.20	4.562	3.59670E+3
255.30	4.563	3.60650E+3
255.40	4.565	3.62080E+3
255.50	4.567	3.63460E+3
255.60	4.568	3.64800E+3
255.70	4.570	3.66110E+3
255.80	4.572	3.67430E+3
255.90	4.574	3.68690E+3
256.00	4.575	3.69890E+3
256.10	4.577	3.71130E+3
256.20	4.579	3.72250E+3
256.30	4.581	3.73200E+3
256.40	4.583	3.74040E+3
256.50	4.584	3.64300E+3
256.60	4.586	3.65050E+3
256.70	4.588	3.66330E+3
256.80	4.590	3.67710E+3
256.90	4.591	3.69050E+3
257.00	4.593	3.70560E+3
257.10	4.595	3.71840E+3
257.20	4.597	3.73110E+3
257.30	4.598	3.74300E+3
257.40	4.600	3.75440E+3
257.50	4.602	3.76580E+3
257.60	4.604	3.77550E+3
257.70	4.605	3.61900E+3
257.80	4.607	3.60900E+3
257.90	4.609	3.62140E+3
258.00	4.611	3.63560E+3
258.10	4.613	3.64950E+3
258.20	4.614	3.66250E+3
258.30	4.616	3.67600E+3
258.40	4.618	3.68860E+3
258.50	4.620	3.70110E+3
258.60	4.621	3.71250E+3
258.70	4.623	3.72370E+3
258.80	4.625	3.73450E+3
258.90	4.627	3.74330E+3
259.00	4.628	3.65330E+3
259.10	4.630	3.65710E+3
259.20	4.632	3.67040E+3
259.30	4.633	3.68380E+3
259.40	4.635	3.69770E+3
259.50	4.637	3.71030E+3
259.60	4.639	3.72340E+3
259.70	4.641	3.73660E+3
259.80	4.642	3.74990E+3
259.90	4.644	3.76090E+3
260.00	4.646	3.77100E+3
260.10	4.648	3.77560E+3
260.20	4.649	3.77370E+3
260.30	4.651	3.77380E+3
260.40	4.653	3.78220E+3
260.50	4.655	3.78950E+3
260.60	4.657	3.79480E+3
260.70	4.659	3.67370E+3
260.80	4.660	3.68240E+3
260.90	4.662	3.69750E+3
261.00	4.664	3.71100E+3
261.10	4.666	3.72500E+3
261.20	4.668	3.73900E+3
261.30	4.670	3.75290E+3
261.40	4.671	3.76480E+3
261.50	4.673	3.77660E+3
261.60	4.675	3.78790E+3
261.70	4.677	3.79770E+3
261.80	4.679	3.63500E+3
