Время_[с]	Перемещение_[мм]	Усилие_[Н]
174.50	3.107	3.40130E+3
174.60	3.109	3.40860E+3
174.70	3.111	3.41420E+3
174.80	3.112	3.41850E+3
174.90	3.114	3.30670E+3
175.00	3.116	3.29880E+3
175.10	3.118	3.31000E+3
175.20	3.119	3.32300E+3
175.30	3.121	3.33620E+3
175.40	3.123	3.34890E+3
175.50	3.125	3.36060E+3
175.60	3.126	3.37190E+3
175.70	3.128	3.38270E+3
175.80	3.130	3.39250E+3
175.90	3.132	3.40170E+3
176.00	3.133	3.41000E+3
176.10	3.135	3.41690E+3
176.20	3.137	3.40550E+3
176.30	3.139	3.37300E+3
176.40	3.140	3.37880E+3
176.50	3.142	3.38880E+3
176.60	3.144	3.39880E+3
176.70	3.145	3.40810E+3
176.80	3.147	3.41670E+3
176.90	3.149	3.42190E+3
177.00	3.151	3.42500E+3
177.10	3.153	3.42580E+3
177.20	3.154	3.41950E+3
177.30	3.156	3.35250E+3
177.40	3.158	3.35660E+3
177.50	3.160	3.36870E+3
177.60	3.162	3.38070E+3
177.70	3.164	3.39450E+3
177.80	3.165	3.40580E+3
177.90	3.167	3.41700E+3
178.00	3.169	3.42570E+3
178.10	3.171	3.42600E+3
178.20	3.173	3.35920E+3
178.30	3.174	3.36550E+3
178.40	3.176	3.37800E+3
178.50	3.178	3.39010E+3
178.60	3.180	3.40300E+3
178.70	3.182	3.41390E+3
178.80	3.183	3.42420E+3
178.90	3.185	3.43370E+3
179.00	3.187	3.44120E+3
179.10	3.189	3.41010E+3
179.20	3.191	3.37770E+3
179.30	3.192	3.38690E+3
179.40	3.194	3.39920E+3
179.50	3.196	3.41200E+3
179.60	3.198	3.42350E+3
179.70	3.200	3.43340E+3
179.80	3.202	3.43680E+3
179.90	3.203	3.38610E+3
180.00	3.205	3.39080E+3
180.10	3.207	3.40190E+3
180.20	3.209	3.41470E+3
180.30	3.211	3.42560E+3
180.40	3.212	3.43630E+3
180.50	3.214	3.44350E+3
180.60	3.216	3.45020E+3
180.70	3.218	3.33980E+3
180.80	3.220	3.34500E+3
180.90	3.221	3.35900E+3
181.00	3.223	3.37190E+3
181.10	3.225	3.38480E+3
181.20	3.227	3.39760E+3
181.30	3.229	3.40940E+3
181.40	3.230	3.42050E+3
181.50	3.232	3.43050E+3
181.60	3.234	3.44090E+3
181.70	3.236	3.45000E+3
181.80	3.238	3.45700E+3
181.90	3.239	3.46290E+3
182.00	3.241	3.46510E+3
182.10	3.243	3.41940E+3
182.20	3.245	3.38520E+3
182.30	3.247	3.39100E+3
182.40	3.248	3.40320E+3
182.50	3.250	3.41440E+3
182.60	3.252	3.42590E+3
182.70	3.254	3.43520E+3
182.80	3.256	3.44580E+3
182.90	3.257	3.45340E+3
183.00	3.259	3.45970E+3
183.10	3.261	3.45960E+3
183.20	3.263	3.45120E+3
183.30	3.264	3.44880E+3
183.40	3.266	3.45620E+3
183.50	3.268	3.46300E+3
183.60	3.270	3.46210E+3
183.70	3.272	3.41590E+3
183.80	3.273	3.42260E+3
183.90	3.275	3.43340E+3
184.00	3.277	3.44460E+3
184.10	3.279	3.45480E+3
184.20	3.280	3.46460E+3
184.30	3.282	3.47110E+3
184.40	3.284	3.47670E+3
184.50	3.286	3.48080E+3
184.60	3.287	3.47940E+3
184.70	3.289	3.47280E+3
184.80	3.291	3.47590E+3
184.90	3.293	3.48210E+3
185.00	3.294	3.48680E+3
185.10	3.296	3.49120E+3
185.20	3.298	3.49400E+3
185.30	3.300	3.49160E+3
185.40	3.301	3.38430E+3
185.50	3.303	3.39300E+3
185.60	3.305	3.40690E+3
185.70	3.307	3.41910E+3
185.80	3.308	3.43130E+3
185.90	3.310	3.44300E+3
186.00	3.312	3.45430E+3
186.10	3.314	3.46490E+3
186.20	3.315	3.47490E+3
186.30	3.317	3.48400E+3
186.40	3.319	3.49150E+3
186.50	3.321	3.49770E+3
186.60	3.322	3.50320E+3
186.70	3.324	3.39190E+3
186.80	3.326	3.39630E+3
186.90	3.328	3.40900E+3
187.00	3.329	3.42240E+3
187.10	3.331	3.43450E+3
187.20	3.333	3.44640E+3
187.30	3.335	3.45820E+3
187.40	3.336	3.46920E+3
187.50	3.338	3.48020E+3
187.60	3.340	3.48910E+3
187.70	3.342	3.49780E+3
187.80	3.343	3.50480E+3
187.90	3.345	3.41030E+3
188.00	3.347	3.40710E+3
188.10	3.349	3.41870E+3
188.20	3.350	3.43160E+3
188.30	3.352	3.44400E+3
188.40	3.354	3.45680E+3
188.50	3.356	3.46830E+3
188.60	3.357	3.47940E+3
188.70	3.359	3.48990E+3
188.80	3.361	3.49920E+3
188.90	3.365	3.38120E+3
189.00	3.366	3.35690E+3
189.10	3.368	3.36300E+3
189.20	3.370	3.37700E+3
189.30	3.372	3.38960E+3
189.40	3.373	3.40250E+3
189.50	3.375	3.41440E+3
189.60	3.377	3.42620E+3
189.70	3.378	3.43740E+3
189.80	3.380	3.44830E+3
189.90	3.382	3.45870E+3
190.00	3.384	3.46860E+3
190.10	3.385	3.47840E+3
190.20	3.387	3.48790E+3
190.30	3.389	3.49460E+3
190.40	3.391	3.43130E+3
190.50	3.392	3.43570E+3
190.60	3.394	3.44810E+3
190.70	3.396	3.46050E+3
190.80	3.398	3.47290E+3
190.90	3.399	3.48440E+3
191.00	3.401	3.49520E+3
191.10	3.403	3.50480E+3
191.20	3.405	3.50030E+3
191.30	3.406	3.41110E+3
191.40	3.408	3.41980E+3
191.50	3.410	3.43250E+3
191.60	3.412	3.44670E+3
191.70	3.414	3.45980E+3
191.80	3.416	3.47240E+3
191.90	3.417	3.48460E+3
192.00	3.419	3.49620E+3
192.10	3.421	3.50620E+3
192.20	3.423	3.51470E+3
192.30	3.425	3.52140E+3
192.40	3.427	3.39650E+3
192.50	3.428	3.39120E+3
192.60	3.430	3.40390E+3
192.70	3.432	3.41670E+3
192.80	3.434	3.43020E+3
192.90	3.436	3.44190E+3
193.00	3.437	3.45580E+3
193.10	3.439	3.46850E+3
193.20	3.441	3.47990E+3
193.30	3.443	3.49060E+3
193.40	3.445	3.50170E+3
193.50	3.446	3.51160E+3
193.60	3.448	3.52070E+3
193.70	3.450	3.52770E+3
193.80	3.452	3.45670E+3
193.90	3.454	3.42160E+3
194.00	3.455	3.43190E+3
194.10	3.457	3.44500E+3
194.20	3.459	3.45820E+3
194.30	3.461	3.47110E+3
194.40	3.463	3.48290E+3
194.50	3.464	3.49390E+3
194.60	3.466	3.50450E+3
194.70	3.468	3.51410E+3
194.80	3.470	3.52340E+3
194.90	3.472	3.42670E+3
195.00	3.474	3.43070E+3
195.10	3.475	3.44350E+3
195.20	3.477	3.45650E+3
195.30	3.479	3.46920E+3
195.40	3.481	3.48160E+3
195.50	3.482	3.49290E+3
195.60	3.484	3.50400E+3
195.70	3.486	3.51470E+3
195.80	3.488	3.52490E+3
195.90	3.490	3.53220E+3
196.00	3.492	3.40400E+3
196.10	3.493	3.40850E+3
196.20	3.495	3.42130E+3
196.30	3.497	3.43430E+3
196.40	3.499	3.44710E+3
196.50	3.501	3.45960E+3
196.60	3.502	3.47150E+3
196.70	3.504	3.48310E+3
196.80	3.506	3.49410E+3
196.90	3.508	3.50150E+3
197.00	3.509	3.49440E+3
197.10	3.511	3.43910E+3
197.20	3.513	3.44790E+3
197.30	3.515	3.46080E+3
197.40	3.516	3.47350E+3
197.50	3.518	3.48620E+3
197.60	3.520	3.49900E+3
197.70	3.522	3.50950E+3
197.80	3.524	3.51600E+3
197.90	3.525	3.47810E+3
198.00	3.527	3.47810E+3
198.10	3.529	3.48710E+3
198.20	3.531	3.49710E+3
198.30	3.532	3.50720E+3
198.40	3.534	3.51650E+3
198.50	3.536	3.52370E+3
198.60	3.538	3.49920E+3
198.70	3.539	3.48870E+3
198.80	3.541	3.48370E+3
198.90	3.543	3.49150E+3
199.00	3.545	3.50140E+3
199.10	3.546	3.51090E+3
199.20	3.548	3.51960E+3
199.30	3.550	3.52610E+3
199.40	3.552	3.52710E+3
199.50	3.553	3.52570E+3
199.60	3.555	3.52290E+3
199.70	3.557	3.52530E+3
199.80	3.559	3.53190E+3
199.90	3.560	3.53820E+3
200.00	3.562	3.54480E+3
200.10	3.564	3.55030E+3
200.20	3.566	3.55560E+3
200.30	3.567	3.55930E+3
200.40	3.569	3.56120E+3
200.50	3.571	3.56350E+3
200.60	3.573	3.56550E+3
200.70	3.574	3.40790E+3
200.80	3.576	3.41490E+3
200.90	3.578	3.42820E+3
201.00	3.580	3.44140E+3
201.10	3.581	3.45370E+3
201.20	3.583	3.46600E+3
201.30	3.585	3.47840E+3
201.40	3.587	3.48980E+3
201.50	3.588	3.50060E+3
201.60	3.590	3.51170E+3
201.70	3.592	3.52180E+3
201.80	3.594	3.53120E+3
201.90	3.595	3.54050E+3
202.00	3.597	3.54890E+3
202.10	3.599	3.55550E+3
202.20	3.601	3.55880E+3
202.30	3.602	3.42590E+3
202.40	3.604	3.43190E+3
202.50	3.606	3.44460E+3
202.60	3.608	3.45750E+3
202.70	3.609	3.47010E+3
202.80	3.611	3.48250E+3
202.90	3.613	3.49480E+3
203.00	3.615	3.50640E+3
203.10	3.616	3.51710E+3
203.20	3.618	3.52800E+3
203.30	3.620	3.53880E+3
203.40	3.622	3.54790E+3
203.50	3.623	3.55580E+3
203.60	3.625	3.46490E+3
203.70	3.627	3.46860E+3
203.80	3.629	3.48090E+3
203.90	3.630	3.49360E+3
204.00	3.632	3.50570E+3
204.10	3.634	3.51770E+3
204.20	3.636	3.52930E+3
204.30	3.637	3.53970E+3
204.40	3.639	3.54960E+3
204.50	3.641	3.55810E+3
204.60	3.642	3.44250E+3
204.70	3.644	3.43740E+3
204.80	3.646	3.44910E+3
204.90	3.648	3.46240E+3
205.00	3.649	3.47520E+3
205.10	3.651	3.48870E+3
205.20	3.653	3.50060E+3
205.30	3.655	3.51240E+3
205.40	3.657	3.52370E+3
205.50	3.658	3.53470E+3
205.60	3.660	3.54410E+3
205.70	3.662	3.45580E+3
205.80	3.664	3.45880E+3
205.90	3.666	3.47310E+3
206.00	3.668	3.48770E+3
206.10	3.670	3.50080E+3
206.20	3.671	3.51330E+3
206.30	3.673	3.52610E+3
206.40	3.675	3.53780E+3
206.50	3.677	3.54920E+3
206.60	3.679	3.55930E+3
206.70	3.680	3.56800E+3
206.80	3.682	3.57220E+3
206.90	3.684	3.52970E+3
207.00	3.686	3.51370E+3
207.10	3.688	3.51820E+3
207.20	3.689	3.52730E+3
207.30	3.691	3.53690E+3
207.40	3.693	3.54560E+3
207.50	3.695	3.54610E+3
207.60	3.697	3.44580E+3
207.70	3.698	3.45430E+3
207.80	3.700	3.46670E+3
207.90	3.702	3.48080E+3
208.00	3.704	3.49380E+3
208.10	3.706	3.50660E+3
208.20	3.707	3.51790E+3
208.30	3.709	3.53000E+3
208.40	3.711	3.54120E+3
208.50	3.713	3.55110E+3
208.60	3.715	3.56100E+3
208.70	3.716	3.44960E+3
208.80	3.718	3.45290E+3
208.90	3.720	3.46580E+3
209.00	3.722	3.47910E+3
209.10	3.724	3.49210E+3
209.20	3.725	3.50490E+3
209.30	3.727	3.51700E+3
209.40	3.729	3.52970E+3
209.50	3.731	3.54070E+3
209.60	3.733	3.55110E+3
209.70	3.734	3.56180E+3
209.80	3.736	3.57190E+3
209.90	3.738	3.57970E+3
210.00	3.740	3.48120E+3
210.10	3.742	3.46420E+3
210.20	3.743	3.47520E+3
210.30	3.745	3.48910E+3
210.40	3.747	3.50170E+3
210.50	3.749	3.51470E+3
210.60	3.751	3.52720E+3
210.70	3.752	3.54040E+3
210.80	3.754	3.55100E+3
210.90	3.756	3.56210E+3
211.00	3.758	3.57250E+3
211.10	3.759	3.58200E+3
211.20	3.761	3.58880E+3
211.30	3.763	3.58670E+3
211.40	3.765	3.58170E+3
211.50	3.767	3.57760E+3
211.60	3.768	3.57090E+3
211.70	3.770	3.56870E+3
211.80	3.772	3.57530E+3
211.90	3.774	3.58500E+3
212.00	3.775	3.59210E+3
212.10	3.777	3.54190E+3
212.20	3.779	3.52710E+3
212.30	3.781	3.53410E+3
212.40	3.782	3.54470E+3
212.50	3.784	3.55560E+3
212.60	3.786	3.56750E+3
212.70	3.788	3.57740E+3
212.80	3.789	3.58600E+3
212.90	3.791	3.59340E+3
213.00	3.793	3.59810E+3
213.10	3.795	3.59830E+3
213.20	3.796	3.58920E+3
213.30	3.798	3.57780E+3
213.40	3.800	3.58020E+3
213.50	3.802	3.58670E+3
213.60	3.803	3.59360E+3
213.70	3.805	3.59970E+3
213.80	3.807	3.60420E+3
213.90	3.809	3.59960E+3
214.00	3.810	3.55430E+3
214.10	3.812	3.56130E+3
214.20	3.814	3.57270E+3
214.30	3.816	3.58280E+3
214.40	3.817	3.59360E+3
214.50	3.819	3.60240E+3
214.60	3.821	3.54590E+3
214.70	3.823	3.53020E+3
214.80	3.824	3.53960E+3
214.90	3.826	3.55170E+3
215.00	3.828	3.56340E+3
215.10	3.830	3.57470E+3
215.20	3.831	3.58560E+3
215.30	3.833	3.59530E+3
215.40	3.835	3.60430E+3
215.50	3.837	3.61090E+3
215.60	3.838	3.61750E+3
215.70	3.840	3.61840E+3
215.80	3.842	3.61360E+3
215.90	3.844	3.61800E+3
216.00	3.846	3.62380E+3
216.10	3.847	3.49990E+3
216.20	3.849	3.50390E+3
216.30	3.851	3.51720E+3
216.40	3.853	3.52950E+3
216.50	3.854	3.54240E+3
216.60	3.856	3.55470E+3
216.70	3.858	3.56650E+3
216.80	3.860	3.57810E+3
216.90	3.861	3.58810E+3
217.00	3.863	3.59770E+3
217.10	3.865	3.60740E+3
217.20	3.867	3.61600E+3
217.30	3.868	3.60920E+3
217.40	3.870	3.53270E+3
217.50	3.872	3.54200E+3
217.60	3.874	3.55500E+3
217.70	3.875	3.56730E+3
217.80	3.877	3.57980E+3
217.90	3.879	3.59150E+3
218.00	3.880	3.60280E+3
218.10	3.882	3.61320E+3
218.20	3.884	3.62360E+3
218.30	3.886	3.62960E+3
218.40	3.887	3.53920E+3
218.50	3.889	3.54510E+3
218.60	3.891	3.55810E+3
218.70	3.893	3.57060E+3
218.80	3.894	3.58320E+3
218.90	3.896	3.59460E+3
219.00	3.898	3.60600E+3
219.10	3.900	3.61690E+3
219.20	3.901	3.62710E+3
219.30	3.903	3.63400E+3
219.40	3.905	3.63240E+3
219.50	3.907	3.60340E+3
219.60	3.909	3.59710E+3
219.70	3.910	3.60580E+3
219.80	3.912	3.61550E+3
219.90	3.914	3.62650E+3
220.00	3.916	3.63540E+3
220.10	3.918	3.64210E+3
220.20	3.920	3.51400E+3
220.30	3.922	3.51990E+3
220.40	3.923	3.53320E+3
220.50	3.925	3.54630E+3
220.60	3.927	3.55950E+3
220.70	3.929	3.57160E+3
220.80	3.930	3.58380E+3
220.90	3.932	3.59570E+3
221.00	3.934	3.60750E+3
221.10	3.936	3.61840E+3
221.20	3.938	3.62890E+3
221.30	3.940	3.63840E+3
221.40	3.941	3.64670E+3
221.50	3.943	3.65280E+3
221.60	3.945	3.58730E+3
221.70	3.947	3.59190E+3
221.80	3.949	3.60360E+3
221.90	3.950	3.61590E+3
222.00	3.952	3.62650E+3
222.10	3.954	3.63640E+3
222.20	3.956	3.64230E+3
222.30	3.958	3.63140E+3
222.40	3.959	3.58550E+3
222.50	3.961	3.58450E+3
222.60	3.963	3.59440E+3
222.70	3.965	3.60590E+3
222.80	3.967	3.61780E+3
222.90	3.968	3.63040E+3
223.00	3.970	3.64070E+3
223.10	3.972	3.65070E+3
223.20	3.974	3.65710E+3
223.30	3.976	3.66370E+3
223.40	3.977	3.66150E+3
223.50	3.979	3.57410E+3
223.60	3.981	3.52540E+3
223.70	3.983	3.53530E+3
223.80	3.985	3.54970E+3
223.90	3.986	3.56280E+3
224.00	3.988	3.57630E+3
224.10	3.990	3.58890E+3
224.20	3.992	3.60060E+3
224.30	3.994	3.61270E+3
224.40	3.995	3.62350E+3
224.50	3.997	3.63370E+3
224.60	3.999	3.64400E+3
224.70	4.001	3.65240E+3
224.80	4.003	3.62540E+3
224.90	4.004	3.58820E+3
225.00	4.006	3.59530E+3
225.10	4.008	3.60730E+3
225.20	4.010	3.61960E+3
225.30	4.011	3.63120E+3
225.40	4.013	3.64230E+3
225.50	4.015	3.65280E+3
225.60	4.017	3.66150E+3
225.70	4.019	3.54170E+3
225.80	4.020	3.54630E+3
225.90	4.022	3.55900E+3
226.00	4.024	3.57280E+3
226.10	4.026	3.58550E+3
226.20	4.027	3.59750E+3
226.30	4.029	3.60950E+3
226.40	4.031	3.62120E+3
226.50	4.033	3.63250E+3
226.60	4.034	3.64310E+3
226.70	4.036	3.65380E+3
226.80	4.038	3.66300E+3
226.90	4.040	3.67100E+3
227.00	4.041	3.67740E+3
227.10	4.043	3.68260E+3
227.20	4.045	3.68730E+3
227.30	4.047	3.59500E+3
227.40	4.048	3.56450E+3
227.50	4.050	3.57370E+3
227.60	4.052	3.58760E+3
227.70	4.054	3.60060E+3
227.80	4.055	3.61280E+3
227.90	4.057	3.62430E+3
228.00	4.059	3.63640E+3
228.10	4.061	3.64710E+3
228.20	4.062	3.65770E+3
228.30	4.064	3.66710E+3
228.40	4.066	3.67650E+3
228.50	4.068	3.68040E+3
228.60	4.069	3.57480E+3
228.70	4.071	3.58190E+3
228.80	4.073	3.59450E+3
228.90	4.075	3.60690E+3
229.00	4.076	3.62010E+3
229.10	4.078	3.63220E+3
229.20	4.080	3.64410E+3
229.30	4.082	3.65570E+3
229.40	4.083	3.66670E+3
229.50	4.085	3.67700E+3
229.60	4.087	3.68570E+3
229.70	4.089	3.69240E+3
229.80	4.090	3.67940E+3
229.90	4.092	3.55640E+3
230.00	4.094	3.56370E+3
230.10	4.096	3.57680E+3
230.20	4.097	3.59040E+3
230.30	4.099	3.60370E+3
230.40	4.101	3.61610E+3
230.50	4.103	3.62750E+3
230.60	4.104	3.63930E+3
230.70	4.106	3.65080E+3
230.80	4.108	3.66180E+3
230.90	4.110	3.67240E+3
231.00	4.112	3.68230E+3
231.10	4.113	3.69150E+3
231.20	4.115	3.69920E+3
231.30	4.117	3.59350E+3
231.40	4.119	3.59220E+3
231.50	4.120	3.60430E+3
231.60	4.122	3.61730E+3
231.70	4.124	3.62990E+3
231.80	4.126	3.64210E+3
231.90	4.127	3.65340E+3
232.00	4.129	3.66440E+3
232.10	4.131	3.67490E+3
232.20	4.132	3.65060E+3
232.30	4.134	3.56050E+3
232.40	4.136	3.56960E+3
232.50	4.138	3.58290E+3
232.60	4.139	3.59580E+3
232.70	4.141	3.60820E+3
232.80	4.143	3.62070E+3
232.90	4.145	3.63240E+3
233.00	4.146	3.64490E+3
233.10	4.148	3.65570E+3
233.20	4.150	3.66770E+3
233.30	4.152	3.67860E+3
233.40	4.153	3.68810E+3
233.50	4.155	3.69660E+3
233.60	4.157	3.60390E+3
233.70	4.159	3.60890E+3
233.80	4.161	3.62190E+3
233.90	4.163	3.63510E+3
234.00	4.164	3.64850E+3
234.10	4.166	3.66230E+3
234.20	4.168	3.67450E+3
234.30	4.170	3.68510E+3
234.40	4.172	3.69540E+3
234.50	4.174	3.70350E+3
234.60	4.175	3.62740E+3
234.70	4.177	3.61270E+3
234.80	4.179	3.62320E+3
234.90	4.181	3.63580E+3
235.00	4.182	3.64830E+3
235.10	4.184	3.66040E+3
235.20	4.186	3.67030E+3
235.30	4.188	3.67950E+3
235.40	4.190	3.68480E+3
235.50	4.192	3.68380E+3
235.60	4.193	3.68390E+3
235.70	4.195	3.69030E+3
235.80	4.197	3.69750E+3
235.90	4.199	3.61460E+3
236.00	4.201	3.56560E+3
236.10	4.203	3.57680E+3
236.20	4.204	3.59040E+3
236.30	4.206	3.60350E+3
236.40	4.208	3.61580E+3
236.50	4.210	3.62830E+3
236.60	4.211	3.64020E+3
236.70	4.213	3.65180E+3
236.80	4.215	3.66260E+3
236.90	4.217	3.67300E+3
237.00	4.219	3.58350E+3
237.10	4.221	3.59050E+3
237.20	4.222	3.60360E+3
237.30	4.224	3.61670E+3
237.40	4.226	3.63050E+3
237.50	4.228	3.64300E+3
237.60	4.229	3.65520E+3
237.70	4.231	3.66710E+3
237.80	4.233	3.67780E+3
237.90	4.235	3.68890E+3
238.00	4.237	3.69920E+3
238.10	4.238	3.70720E+3
238.20	4.240	3.71480E+3
238.30	4.242	3.57470E+3
238.40	4.244	3.57810E+3
238.50	4.246	3.59120E+3
238.60	4.247	3.60390E+3
238.70	4.249	3.61730E+3
238.80	4.251	3.63070E+3
238.90	4.253	3.64250E+3
239.00	4.255	3.65370E+3
239.10	4.256	3.66440E+3
239.20	4.258	3.67470E+3
239.30	4.260	3.68360E+3
239.40	4.262	3.62120E+3
239.50	4.263	3.60800E+3
239.60	4.265	3.61940E+3
239.70	4.267	3.63310E+3
239.80	4.269	3.64660E+3
239.90	4.271	3.65910E+3
240.00	4.272	3.67120E+3
240.10	4.274	3.68280E+3
240.20	4.276	3.69310E+3
240.30	4.278	3.70180E+3
240.40	4.279	3.62790E+3
240.50	4.281	3.60610E+3
240.60	4.283	3.61210E+3
240.70	4.285	3.62320E+3
240.80	4.286	3.63430E+3
240.90	4.288	3.64140E+3
241.00	4.290	3.64100E+3
241.10	4.292	3.64850E+3
241.20	4.293	3.65760E+3
241.30	4.295	3.66750E+3
241.40	4.297	3.67570E+3
241.50	4.299	3.68230E+3
241.60	4.300	3.67010E+3
241.70	4.302	3.66520E+3
241.80	4.304	3.67150E+3
241.90	4.306	3.68050E+3
242.00	4.307	3.68950E+3
242.10	4.309	3.69720E+3
242.20	4.311	3.70330E+3
242.30	4.313	3.62510E+3
242.40	4.314	3.60260E+3
242.50	4.316	3.61210E+3
242.60	4.318	3.62590E+3
242.70	4.320	3.63840E+3
242.80	4.321	3.65060E+3
242.90	4.323	3.66220E+3
243.00	4.325	3.67350E+3
243.10	4.327	3.68450E+3
243.20	4.328	3.69540E+3
243.30	4.330	3.70490E+3
243.40	4.332	3.71370E+3
243.50	4.334	3.61610E+3
243.60	4.335	3.62350E+3
243.70	4.337	3.63600E+3
243.80	4.339	3.64860E+3
243.90	4.341	3.66100E+3
244.00	4.342	3.67240E+3
244.10	4.344	3.68450E+3
244.20	4.346	3.69570E+3
244.30	4.348	3.70660E+3
244.40	4.349	3.71590E+3
244.50	4.351	3.72370E+3
244.60	4.353	3.72890E+3
244.70	4.355	3.73330E+3
244.80	4.356	3.72550E+3
244.90	4.358	3.69160E+3
245.00	4.360	3.69380E+3
245.10	4.362	3.70290E+3
245.20	4.363	3.71200E+3
245.30	4.365	3.60240E+3
245.40	4.367	3.57580E+3
245.50	4.369	3.58640E+3
245.60	4.370	3.59890E+3
245.70	4.372	3.61200E+3
245.80	4.374	3.62450E+3
245.90	4.376	3.63680E+3
246.00	4.377	3.64850E+3
246.10	4.379	3.66010E+3
246.20	4.381	3.67080E+3
246.30	4.383	3.68190E+3
246.40	4.384	3.69250E+3
246.50	4.386	3.70250E+3
246.60	4.388	3.71210E+3
246.70	4.389	3.72130E+3
246.80	4.391	3.72910E+3
246.90	4.393	3.73610E+3
247.00	4.395	3.71890E+3
247.10	4.396	3.65230E+3
247.20	4.398	3.66130E+3
247.30	4.400	3.67400E+3
247.40	4.402	3.68660E+3
247.50	4.403	3.69920E+3
247.60	4.405	3.71130E+3
247.70	4.407	3.72320E+3
247.80	4.409	3.73410E+3
247.90	4.411	3.74370E+3
248.00	4.413	3.74830E+3
248.10	4.414	3.74920E+3
248.20	4.416	3.68530E+3
248.30	4.418	3.68770E+3
248.40	4.420	3.69890E+3
248.50	4.422	3.71140E+3
248.60	4.424	3.72370E+3
248.70	4.425	3.73420E+3
248.80	4.427	3.67120E+3
248.90	4.429	3.67470E+3
249.00	4.431	3.68650E+3
249.10	4.432	3.69940E+3
249.20	4.434	3.71160E+3
249.30	4.436	3.72150E+3
249.40	4.438	3.73190E+3
249.50	4.440	3.70210E+3
249.60	4.442	3.70730E+3
249.70	4.443	3.71900E+3
249.80	4.445	3.73070E+3
249.90	4.447	3.74180E+3
250.00	4.449	3.74980E+3
250.10	4.451	3.75340E+3
250.20	4.452	3.64020E+3
250.30	4.454	3.60690E+3
250.40	4.456	3.61760E+3
250.50	4.458	3.63130E+3
250.60	4.460	3.64480E+3
250.70	4.461	3.65770E+3
250.80	4.463	3.66990E+3
250.90	4.465	3.68140E+3
251.00	4.467	3.69400E+3
251.10	4.469	3.70550E+3
251.20	4.470	3.71600E+3
251.30	4.472	3.72630E+3
251.40	4.474	3.73500E+3
251.50	4.476	3.66990E+3
251.60	4.478	3.65370E+3
251.70	4.479	3.66440E+3
251.80	4.481	3.67770E+3
251.90	4.483	3.69110E+3
252.00	4.485	3.70430E+3
252.10	4.487	3.71590E+3
252.20	4.488	3.72870E+3
252.30	4.490	3.73990E+3
252.40	4.492	3.75040E+3
252.50	4.494	3.75900E+3
252.60	4.496	3.76610E+3
252.70	4.497	3.69360E+3
252.80	4.499	3.63370E+3
252.90	4.501	3.64440E+3
253.00	4.503	3.65800E+3
253.10	4.505	3.67060E+3
253.20	4.506	3.68300E+3
253.30	4.508	3.69500E+3
253.40	4.510	3.70680E+3
253.50	4.512	3.71870E+3
253.60	4.513	3.72940E+3
253.70	4.515	3.73990E+3
253.80	4.517	3.75080E+3
253.90	4.519	3.75990E+3
254.00	4.520	3.76740E+3
254.10	4.522	3.76710E+3
254.20	4.524	3.64080E+3
254.30	4.526	3.64830E+3
254.40	4.528	3.66110E+3
254.50	4.529	3.67340E+3
254.60	4.531	3.68590E+3
254.70	4.533	3.69970E+3
254.80	4.535	3.71160E+3
254.90	4.536	3.72290E+3
255.00	4.538	3.73430E+3
255.10	4.540	3.74510E+3
255.20	4.542	3.75530E+3
255.30	4.543	3.76550E+3
255.40	4.545	3.77430E+3
255.50	4.547	3.78150E+3
255.60	4.548	3.78820E+3
255.70	4.550	3.62910E+3
255.80	4.552	3.63540E+3
255.90	4.554	3.64820E+3
256.00	4.555	3.66040E+3
256.10	4.557	3.67340E+3
256.20	4.559	3.68590E+3
256.30	4.561	3.69730E+3
256.40	4.562	3.70980E+3
256.50	4.564	3.72130E+3
256.60	4.566	3.73310E+3
256.70	4.568	3.74350E+3
256.80	4.570	3.75410E+3
256.90	4.571	3.76390E+3
257.00	4.573	3.77360E+3
257.10	4.575	3.78160E+3
257.20	4.577	3.78830E+3
257.30	4.578	3.78430E+3
257.40	4.580	3.70890E+3
257.50	4.582	3.71880E+3
257.60	4.584	3.73130E+3
257.70	4.585	3.74350E+3
257.80	4.587	3.75580E+3
257.90	4.589	3.76760E+3
258.00	4.590	3.77860E+3
258.10	4.592	3.78860E+3
258.20	4.594	3.79710E+3
258.30	4.596	3.80380E+3
258.40	4.598	3.64130E+3
258.50	4.599	3.63840E+3
258.60	4.601	3.65060E+3
258.70	4.603	3.66360E+3
258.80	4.605	3.67650E+3
258.90	4.606	3.68960E+3
259.00	4.608	3.70120E+3
259.10	4.610	3.71290E+3
259.20	4.612	3.72480E+3
259.30	4.613	3.73610E+3
259.40	4.615	3.74810E+3
259.50	4.617	3.75840E+3
259.60	4.619	3.76840E+3
259.70	4.620	3.77680E+3
259.80	4.622	3.73140E+3
259.90	4.624	3.72870E+3
260.00	4.626	3.73610E+3
260.10	4.627	3.74640E+3
260.20	4.629	3.75660E+3
260.30	4.631	3.76570E+3
260.40	4.632	3.68710E+3
260.50	4.634	3.68230E+3
260.60	4.636	3.69270E+3
260.70	4.638	3.70500E+3
260.80	4.639	3.71700E+3
260.90	4.641	3.72910E+3
261.00	4.643	3.74080E+3
261.10	4.645	3.75160E+3
261.20	4.646	3.76070E+3
261.30	4.648	3.76680E+3
261.40	4.650	3.72900E+3
261.50	4.652	3.71480E+3
261.60	4.653	3.72380E+3
261.70	4.655	3.73600E+3
